dataset,model,strategy,fold,repeat_seed,corr_prune_threshold,ranked_features,ranked_scores
Superconductor,ridge,mi,2,123,0.9,range_fie|wtd_mean_Valence|range_ElectronAffinity|wtd_gmean_Valence|std_fie|entropy_atomic_radius|gmean_Density|std_ThermalConductivity|range_Density|entropy_atomic_mass|range_atomic_radius|entropy_Valence|wtd_gmean_Density|entropy_Density|entropy_FusionHeat|std_ElectronAffinity|entropy_ElectronAffinity|range_atomic_mass|wtd_std_ThermalConductivity|gmean_FusionHeat|wtd_gmean_atomic_radius|std_atomic_radius|mean_ThermalConductivity|wtd_gmean_FusionHeat|wtd_std_fie|entropy_fie|gmean_Valence|range_ThermalConductivity|wtd_mean_FusionHeat|gmean_ElectronAffinity|gmean_ThermalConductivity|range_FusionHeat|mean_FusionHeat|wtd_std_atomic_radius|wtd_gmean_ThermalConductivity|mean_ElectronAffinity|std_Density|gmean_atomic_mass|wtd_std_FusionHeat|wtd_range_FusionHeat|std_atomic_mass|wtd_mean_fie|mean_Density|std_FusionHeat|wtd_std_ElectronAffinity|wtd_mean_atomic_radius|mean_atomic_mass|mean_fie|gmean_atomic_radius|wtd_range_ThermalConductivity|entropy_ThermalConductivity|wtd_range_ElectronAffinity|wtd_entropy_atomic_mass|wtd_gmean_atomic_mass|wtd_entropy_atomic_radius|wtd_entropy_Valence|wtd_gmean_fie|wtd_mean_ThermalConductivity|wtd_mean_ElectronAffinity|wtd_std_Density|mean_Valence|wtd_range_Valence|gmean_fie|wtd_mean_Density|std_Valence|mean_atomic_radius|wtd_std_Valence|wtd_range_Density|wtd_entropy_FusionHeat|wtd_range_fie|wtd_std_atomic_mass|wtd_mean_atomic_mass|wtd_gmean_ElectronAffinity|wtd_entropy_fie|wtd_range_atomic_mass|wtd_entropy_Density|wtd_range_atomic_radius|wtd_entropy_ThermalConductivity|wtd_entropy_ElectronAffinity|number_of_elements|range_Valence,0.853729430285|0.836007789938|0.835354083918|0.822179094489|0.814388456951|0.813555283972|0.806650898983|0.805533943335|0.8009460775|0.789507066239|0.784106395895|0.778174322924|0.777810389075|0.771792509106|0.766929944456|0.763745838082|0.748919426887|0.744951010479|0.743170618832|0.742096191747|0.739610911202|0.738579280433|0.731478568818|0.729923984506|0.723718324946|0.72313285335|0.720879088055|0.71433740483|0.714151344236|0.709420693517|0.708189673918|0.707204394726|0.698944215139|0.683546575421|0.680084221195|0.677297093961|0.676831997455|0.671769372756|0.670128759409|0.669824521797|0.661121413688|0.660978826955|0.658625894633|0.657756806479|0.650691686201|0.644021933839|0.632727122658|0.628742465578|0.62870685348|0.626441586503|0.623787826221|0.620314160217|0.60757375275|0.606353744981|0.601647002965|0.598947210337|0.598461718141|0.595687521447|0.592329265509|0.591172036336|0.589095829228|0.585094651346|0.583710735072|0.58103976657|0.570087362468|0.569826384077|0.567600254083|0.548034506532|0.547362506553|0.546362924805|0.5460014002|0.544822818984|0.53716318727|0.514905563381|0.487202099096|0.438757761894|0.435674549683|0.431050268743|0.415416741388|0.408415366021|0.125113043309
Superconductor,ridge,rfe,2,123,0.9,wtd_mean_Valence|wtd_gmean_Valence|range_fie|std_fie|range_ElectronAffinity|std_ElectronAffinity|wtd_mean_atomic_radius|wtd_gmean_atomic_radius|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|wtd_mean_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_ThermalConductivity|wtd_entropy_atomic_radius|wtd_entropy_Valence|range_atomic_radius|std_atomic_radius|entropy_atomic_mass|entropy_Valence|wtd_gmean_FusionHeat|wtd_mean_FusionHeat|gmean_atomic_radius|wtd_std_fie|range_atomic_mass|std_atomic_mass|wtd_range_ThermalConductivity|mean_Valence|gmean_Valence|mean_Density|wtd_gmean_Density|wtd_std_Valence|range_Valence|number_of_elements|std_Density|range_Density|gmean_FusionHeat|mean_FusionHeat|range_FusionHeat|wtd_entropy_fie|wtd_std_ThermalConductivity|entropy_fie|entropy_atomic_radius|wtd_entropy_FusionHeat|wtd_range_FusionHeat|entropy_FusionHeat|wtd_entropy_ElectronAffinity|wtd_range_ElectronAffinity|wtd_std_FusionHeat|wtd_entropy_Density|wtd_range_fie|entropy_Density|entropy_ThermalConductivity|mean_ThermalConductivity|wtd_entropy_atomic_mass|wtd_range_atomic_radius|wtd_mean_Density|gmean_ElectronAffinity|mean_ElectronAffinity|mean_atomic_radius|mean_fie|gmean_fie|wtd_gmean_fie|gmean_ThermalConductivity|gmean_Density|std_Valence|wtd_std_Density|wtd_entropy_ThermalConductivity|std_FusionHeat|wtd_mean_fie|wtd_std_atomic_mass|wtd_range_Valence|wtd_range_atomic_mass|wtd_range_Density|wtd_std_atomic_radius|entropy_ElectronAffinity,81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1
Superconductor,ridge,tree,2,123,0.9,range_ThermalConductivity|wtd_std_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|wtd_entropy_Valence|wtd_mean_Valence|wtd_entropy_atomic_mass|wtd_gmean_Valence|range_fie|wtd_gmean_ElectronAffinity|range_atomic_mass|gmean_ElectronAffinity|wtd_mean_ThermalConductivity|std_atomic_mass|wtd_std_Valence|wtd_entropy_ThermalConductivity|wtd_entropy_atomic_radius|wtd_gmean_Density|std_fie|wtd_entropy_fie|wtd_range_ElectronAffinity|wtd_std_ElectronAffinity|gmean_Density|wtd_range_ThermalConductivity|gmean_Valence|wtd_entropy_FusionHeat|wtd_range_Valence|wtd_range_fie|std_Density|wtd_std_atomic_mass|mean_Valence|wtd_entropy_Density|entropy_ThermalConductivity|wtd_std_fie|wtd_mean_atomic_mass|wtd_range_atomic_radius|mean_ThermalConductivity|wtd_std_atomic_radius|wtd_range_atomic_mass|wtd_mean_atomic_radius|std_ElectronAffinity|std_atomic_radius|wtd_mean_ElectronAffinity|wtd_gmean_atomic_radius|wtd_entropy_ElectronAffinity|wtd_gmean_ThermalConductivity|wtd_gmean_atomic_mass|entropy_Density|wtd_range_FusionHeat|wtd_std_Density|mean_Density|wtd_mean_FusionHeat|wtd_gmean_FusionHeat|range_ElectronAffinity|wtd_mean_Density|entropy_ElectronAffinity|range_Density|gmean_ThermalConductivity|wtd_mean_fie|entropy_atomic_mass|wtd_std_FusionHeat|entropy_FusionHeat|wtd_gmean_fie|wtd_range_Density|entropy_Valence|mean_atomic_radius|std_Valence|mean_atomic_mass|range_Valence|gmean_atomic_mass|gmean_fie|mean_ElectronAffinity|mean_fie|gmean_atomic_radius|entropy_atomic_radius|gmean_FusionHeat|entropy_fie|mean_FusionHeat|std_FusionHeat|range_FusionHeat|number_of_elements,0.220060320478|0.127443365808|0.0642998326326|0.0544988446037|0.0327339043739|0.0297099041114|0.0273366636673|0.0232208933899|0.0228825719249|0.0202933296453|0.0152823730795|0.015102146998|0.0150811026698|0.0144198684359|0.0138897518379|0.0128309079748|0.0118877524143|0.00980656131549|0.00968489851905|0.0092870321467|0.00924991844113|0.00917550259811|0.00874615533141|0.00789982150938|0.00758452119529|0.00734616797139|0.00696645650936|0.00625402379392|0.00600018520539|0.00598510244921|0.00597050241727|0.00583956421386|0.00575066811405|0.00510751802393|0.00509142637941|0.0050410020877|0.00501956122295|0.00496548880371|0.00493534206353|0.00488184921697|0.00470236471298|0.0046600309125|0.00458976109497|0.00436249990854|0.00405069639462|0.00385294999009|0.00363471656734|0.00361999110785|0.00356715941058|0.00341528250324|0.00341037523436|0.00339757293399|0.0033620700921|0.00327823662384|0.00325515895065|0.00317270674119|0.00309684608439|0.00306528847048|0.00306494817086|0.00300682350297|0.00299953859131|0.0029767298003|0.00297283854298|0.00293255563138|0.00289984140851|0.00289751629032|0.00277592433302|0.00276571736519|0.00270525488028|0.00261164914881|0.00259167941301|0.00242920509615|0.00219603783634|0.00215527089725|0.00201886868006|0.00191369831879|0.00187953676727|0.00166145780976|0.00162565406467|0.00143453343855|0.00142820870428
Superconductor,ridge,shap,2,123,0.9,wtd_entropy_Valence|std_fie|std_ElectronAffinity|range_fie|entropy_Valence|std_atomic_radius|gmean_atomic_radius|wtd_mean_ThermalConductivity|range_atomic_radius|wtd_gmean_ThermalConductivity|range_ThermalConductivity|range_ElectronAffinity|std_ThermalConductivity|wtd_mean_atomic_radius|mean_atomic_radius|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_gmean_FusionHeat|mean_Density|wtd_gmean_atomic_radius|wtd_std_ElectronAffinity|wtd_entropy_atomic_radius|wtd_entropy_fie|wtd_range_fie|wtd_gmean_Valence|entropy_atomic_mass|wtd_gmean_Density|mean_atomic_mass|wtd_entropy_FusionHeat|wtd_mean_FusionHeat|wtd_std_Valence|gmean_Valence|wtd_std_atomic_mass|entropy_atomic_radius|wtd_std_atomic_radius|entropy_FusionHeat|range_FusionHeat|wtd_entropy_Density|range_atomic_mass|wtd_entropy_ElectronAffinity|gmean_atomic_mass|wtd_mean_atomic_mass|entropy_ThermalConductivity|entropy_Density|gmean_FusionHeat|gmean_ElectronAffinity|wtd_range_ElectronAffinity|range_Density|range_Valence|mean_ElectronAffinity|mean_ThermalConductivity|wtd_std_Density|gmean_Density|std_atomic_mass|gmean_ThermalConductivity|wtd_range_ThermalConductivity|wtd_entropy_ThermalConductivity|wtd_std_fie|number_of_elements|wtd_gmean_atomic_mass|wtd_range_Valence|wtd_range_atomic_radius|gmean_fie|mean_Valence|mean_FusionHeat|wtd_range_Density|wtd_range_atomic_mass|std_FusionHeat|wtd_std_FusionHeat|wtd_entropy_atomic_mass|wtd_mean_fie|wtd_gmean_fie|std_Density|wtd_mean_Density|wtd_mean_Valence|entropy_ElectronAffinity|mean_fie|std_Valence|wtd_range_FusionHeat|entropy_fie|wtd_std_ThermalConductivity,23.4757746277|18.6354669406|18.2419530943|17.6745708796|17.5100172651|16.6076042226|16.4158175811|16.0053503416|15.9739470088|13.8537051756|13.5996185014|13.2617799543|13.1228626784|13.0874465642|13.0597434151|12.3861205897|11.6002670236|10.8399563457|9.27938050583|8.88259885328|8.70041625508|8.61857432725|8.38256829657|7.76550437562|7.68092669935|7.41718129648|7.08494538064|6.95677454552|6.6372525719|5.96802483927|5.84456358665|5.77817118966|5.38787726982|5.36383349006|5.26034130846|4.44926778354|3.87501944155|3.61324438872|3.5980064526|3.48163830506|3.46227683362|3.07814441152|3.06184841321|3.01184102282|2.75589333766|2.75239245133|2.68306213069|2.65150032094|2.49550835425|2.37636869641|2.34791826333|2.27648287601|2.26135079797|2.11801702197|2.10460778068|2.04768001964|1.83464548677|1.72834016023|1.68267732789|1.66515422399|1.56162840922|1.48375305595|1.43945610307|1.36067116799|1.32006238347|1.19583524166|1.17260942603|1.09477057543|0.824244190738|0.818955720482|0.647498768335|0.626266142598|0.602286761043|0.548837730774|0.455982905344|0.38728208477|0.186925698584|0.13374206355|0.0903201227842|0.0495938918903|0.00914822385886
Bike Sharing,xgboost,mi,1,42,0.9,hour|feel_temp|temp|humidity|month|season|year|weekday|workingday|weather|windspeed|holiday,0.616265850488|0.157151893741|0.142777505744|0.0877350802746|0.0793638870613|0.0672220174003|0.0538241306115|0.0300236113539|0.0215508699282|0.018476276095|0.0155219228321|0.00181963636583
Bike Sharing,xgboost,rfe,1,42,0.9,temp|hour|year|humidity|season|feel_temp|month|holiday|windspeed|weekday|workingday|weather,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,xgboost,tree,1,42,0.9,hour|temp|workingday|year|feel_temp|humidity|month|season|weather|weekday|windspeed|holiday,0.54766272634|0.0840200344461|0.0801423352747|0.0781782707201|0.0769319015577|0.0379491795096|0.0229218979846|0.0219800109011|0.0209435412066|0.0140139069873|0.0121038721795|0.00315232289293
Bike Sharing,xgboost,shap,1,42,0.9,hour|year|temp|workingday|season|humidity|feel_temp|weekday|weather|month|windspeed|holiday,103.620058541|39.0766554299|32.7480352666|14.471353892|11.1175759076|10.193084151|8.49778580917|8.37263441968|8.04269843596|7.78267691728|3.5543756777|0.206610194302
Bike Sharing,xgboost,mi,2,42,0.9,hour|temp|feel_temp|humidity|month|season|year|weekday|weather|workingday|windspeed|holiday,0.633845717911|0.143635482459|0.133834345259|0.0971162824382|0.0646447153062|0.0509524662203|0.0406748431537|0.0338694411886|0.0245400828331|0.0180125159572|0.00498088464778|0.000484675234303
Bike Sharing,xgboost,rfe,2,42,0.9,hour|temp|year|humidity|season|feel_temp|month|weekday|holiday|windspeed|weather|workingday,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,xgboost,tree,2,42,0.9,hour|workingday|feel_temp|temp|year|humidity|weather|month|season|weekday|windspeed|holiday,0.55994929681|0.0827992023679|0.0762715913184|0.0759021893288|0.0754902112623|0.0354719697|0.0226320411108|0.0223756108072|0.0195476431576|0.014762739107|0.010833868679|0.00396363635095
Bike Sharing,xgboost,shap,2,42,0.9,hour|year|temp|feel_temp|workingday|humidity|month|season|weather|weekday|windspeed|holiday,100.318245306|40.0126447095|21.7309645298|21.6648494328|17.7887341829|14.1504797247|10.8412357354|9.63263434314|7.78720725259|5.91087328975|4.46340431119|0.656938987508
Bike Sharing,ridge,mi,1,123,0.9,hour|feel_temp|temp|humidity|season|month|year|weather|weekday|workingday|windspeed|holiday,0.624816379752|0.143890975801|0.139720880158|0.1145455007|0.06048580936|0.0562621415848|0.0537228774857|0.020777500423|0.0194333508293|0.00571022617518|0|0
Bike Sharing,ridge,rfe,1,123,0.9,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday|workingday|weather|windspeed,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,ridge,tree,1,123,0.9,hour|temp|workingday|feel_temp|year|humidity|weather|month|season|weekday|windspeed|holiday,0.549855800157|0.0848205204249|0.0795434678234|0.0747293523351|0.0737668643007|0.0391010805479|0.0246414114701|0.0226317749732|0.021329866274|0.014570820736|0.011667831033|0.00334120992418
Bike Sharing,ridge,shap,1,123,0.9,feel_temp|humidity|hour|year|season|month|weather|windspeed|holiday|weekday|workingday|temp,55.2779651335|42.7261148575|40.2898974175|29.1184074229|21.3017393272|5.80443692064|4.01620037258|3.51407883072|1.38718599066|1.255149399|0.951981396804|0.594610598017
Bike Sharing,ridge,mi,2,123,0.9,hour|temp|feel_temp|humidity|month|season|year|weekday|workingday|windspeed|weather|holiday,0.606756084906|0.14009055701|0.138057777371|0.0802445147368|0.070792833905|0.0505670575381|0.0309448802551|0.0232077457296|0.0194892966869|0.0149675007772|0.00595491244354|0.00179645150546
Bike Sharing,ridge,rfe,2,123,0.9,temp|hour|year|humidity|season|feel_temp|month|holiday|windspeed|weekday|weather|workingday,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,ridge,tree,2,123,0.9,hour|temp|workingday|year|feel_temp|humidity|month|season|weather|weekday|windspeed|holiday,0.551876500966|0.0854303207817|0.0845985745334|0.0775380326328|0.0714297505316|0.0395682301059|0.021698515955|0.0196539869808|0.0183475550277|0.0142754910044|0.0115459632279|0.00403707825342
Bike Sharing,ridge,shap,2,123,0.9,temp|year|hour|humidity|season|feel_temp|month|windspeed|workingday|holiday|weather|weekday,73.954926072|43.8075893876|40.5278666903|40.1855027933|21.6125687653|18.091244684|6.48450179023|3.44558428333|2.75180576699|1.51892480504|0.176679398842|0.138440905951
Communities and Crime,extratrees,mi,1,123,0.9,49|55|48|50|8|54|33|22|46|51|73|20|32|24|45|43|7|74|82|72|78|17|15|37|27|5|76|35|34|13|42|79|66|91|95|29|75|94|30|44|12|31|36|56|28|67|98|77|25|71|10|68|16|83|86|87|38|88|41|85|70|125|89|90|18|119|65|100|93|59|6|40|92|26|81|14|69|11|63|99|23|58|60|84|52|64|96|53|118|57|47|61|19|62|120|97|80|39|21|9,0.489599330129|0.399531404467|0.378602504038|0.343175556837|0.337602084327|0.318012875025|0.315098044352|0.307642277282|0.29445960739|0.291428761367|0.285631716605|0.277875748442|0.272681243584|0.261875271833|0.254936946218|0.230479429127|0.226908280347|0.222409995135|0.219727621749|0.215182036184|0.203474252263|0.188341863963|0.177032958318|0.172807223278|0.164446194879|0.162202876297|0.140534929235|0.136889048866|0.136062403643|0.129146388906|0.12568620205|0.123843894106|0.116748077403|0.108945596195|0.108511926237|0.107127357154|0.103508019632|0.0986710726983|0.0944457472171|0.0936741212925|0.0923596954736|0.0888422568503|0.088375753446|0.0882825176463|0.0851758198281|0.0835111385659|0.0834044713085|0.082398146625|0.0809622006249|0.0794024179128|0.0790872573686|0.0781209688524|0.0724242411538|0.0698950939346|0.0639700980934|0.0632907519405|0.063266483414|0.0623028046056|0.0611608116372|0.0581474086022|0.0536399457098|0.050162951529|0.0491177211377|0.0477881048168|0.0470459365847|0.0454517272772|0.0441204240403|0.0436390658826|0.0432624918278|0.0413655589997|0.0391802204353|0.0390021270448|0.0385282298414|0.0341897489025|0.0334426694379|0.0334308930523|0.0321936767201|0.0319402044855|0.0270645283912|0.0256973092029|0.0223359797756|0.0221138421109|0.0215652143971|0.0197910815966|0.0197578903859|0.0164469874485|0.0150269019026|0.0141099694287|0.0129979005588|0.0116904169931|0.00827660036704|0.0055524130203|0.00330292999102|0.00194475180073|0.000901009367636|0|0|0|0|0
Communities and Crime,extratrees,rfe,1,123,0.9,49|48|45|46|43|85|84|55|8|78|72|71|69|90|87|96|64|34|35|17|24|76|18|38|73|66|14|21|42|26|63|15|16|94|20|7|93|86|53|67|44|12|82|33|61|57|62|58|23|47|81|119|68|30|11|65|39|40|95|41|89|36|99|13|80|120|70|125|9|88|75|74|98|31|19|97|77|50|51|32|54|10|59|60|6|27|91|37|56|83|5|118|25|100|79|92|22|52|29|28,100|99|98|97|96|95|94|93|92|91|90|89|88|87|86|85|84|83|82|81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1
Communities and Crime,extratrees,tree,1,123,0.9,55|49|8|48|7|50|16|54|33|43|46|45|20|76|73|51|22|77|83|29|79|10|32|30|31|81|53|74|82|57|52|120|70|23|19|40|39|37|27|93|95|118|91|28|119|5|41|59|24|60|67|96|66|15|99|44|90|18|58|38|92|100|42|94|78|88|80|72|71|21|97|98|17|87|9|11|36|34|125|6|68|65|13|89|14|61|85|69|86|75|12|84|64|47|62|56|35|26|63|25,0.179078850576|0.173324278629|0.0923602036028|0.0593554527306|0.0356626949006|0.0267333636213|0.0168375976991|0.0165053359269|0.0148107333998|0.0131497238563|0.0113727023459|0.0101680699981|0.0100253896268|0.00903987478534|0.00806837813544|0.00780456850727|0.00749981122113|0.00739210758933|0.0072195278399|0.00703902621364|0.00683123164302|0.00677028271211|0.00633495415581|0.00606547413579|0.00566204351307|0.00545189790757|0.00533896798674|0.00513117106343|0.00509878742442|0.00485245926526|0.00483322677416|0.00478742120788|0.0047851717734|0.00477520966245|0.00461585533773|0.00453330336112|0.00452131295776|0.00447642219894|0.00435506754766|0.00431217422742|0.00430682999969|0.00429250411305|0.0041162829708|0.0039602736087|0.00389685417606|0.00387145661373|0.00383833742827|0.00377705299226|0.0037367003438|0.00371911561188|0.00369852187868|0.00356574902862|0.00349898103851|0.00349739467216|0.00343665082818|0.00337005651222|0.00336650429118|0.00334057986039|0.00331688482336|0.00330397471621|0.00325458465051|0.00324850926565|0.00323083988386|0.00319247824471|0.00314946799587|0.00314900577873|0.00313653606604|0.00311738439835|0.00311388926683|0.00308212378332|0.00304759176733|0.00302552334974|0.00300696640642|0.00293112351334|0.00288592291137|0.00286185846103|0.00281955235241|0.00281624536262|0.00273867949842|0.00268223479857|0.00267874558045|0.00265357222748|0.00264521356068|0.00263775909535|0.00262907573533|0.00255886399533|0.00253989279373|0.00252273136589|0.00248369375797|0.00247779887107|0.00246685952528|0.00241055094359|0.00240418720515|0.00231788861141|0.00230824749855|0.00230604302905|0.00216415528878|0.0021585725558|0.00213291154718|0.00212188748843
