dataset,model,strategy,k_pct,mean_mape,mean_mse,std_mape,median_mape,mean_rmse,mean_selection_time_s,mean_train_time_s,mean_predict_time_s,mean_total_time_s
Bike Sharing,extratrees,shap,0.5,0.3873737180265355,3264.202785194059,0.02253480200616397,0.38839505480654146,57.05660860742938,263.11114119755996,1.1387065246000838,0.18454290989996477,264.44027441468
Bike Sharing,extratrees,shap,0.75,0.29610735971753477,1693.3619094721944,0.015166209928232132,0.29534699558578514,41.11301635351849,263.11114119755996,1.5849392786799308,0.1721639656600018,264.87627838296
Bike Sharing,extratrees,shap,1.0,0.29849136312896307,1649.6249622571643,0.016194427748435006,0.2968250813890497,40.57425592482153,0.0,2.0244827172000215,0.17158052253994807,2.2068090649400074
Bike Sharing,extratrees,tree,0.05,1.3612132980384144,16497.50379209212,0.023483864309548234,1.361112534778579,128.43952616147365,1.1804982177500278,0.30462449375045253,0.087427077749453,1.5727474247505597
Bike Sharing,extratrees,tree,0.15,0.9860310351944388,12662.729034498541,0.10426556024626109,1.0266102568870183,112.52101423131015,1.1804982177500278,0.3498805977496886,0.1576962879998973,1.6883248109988926
Bike Sharing,extratrees,tree,0.25,0.5882480833159025,7870.3767954335035,0.0642888073300044,0.5712911039296269,88.67235792835172,2.1883782233199325,0.5818550789600249,0.13079004420000725,2.9018895804598785
Bike Sharing,extratrees,tree,0.5,0.3784950077418858,2982.3261397365563,0.019844800069184664,0.37683061303642734,54.555178899247665,2.1883782233199325,1.2695597977200077,0.1848422208801139,3.6583326420399227
Bike Sharing,extratrees,tree,0.75,0.2960311593791774,1687.28010699228,0.015566641879403278,0.2942830196707462,41.04261348156182,2.1883782233199325,1.6367806012199617,0.1868272477799155,4.028261126319972
Bike Sharing,extratrees,tree,1.0,0.29849136312896307,1649.6249622571643,0.016194427748435006,0.2968250813890497,40.57425592482153,0.0,2.0244827172000215,0.17158052253994807,2.2068090649400074
Bike Sharing,ridge,mi,0.05,4.6165258711459565,27797.74278312269,0.18691592925549363,4.615537617679667,166.714483672391,0.5955056009997861,0.00073309024992335,0.0001189522499771,0.5963872072507002
Bike Sharing,ridge,mi,0.15,3.395614633171812,23706.649341379467,0.19234921109396694,3.3950408903439007,153.96118484814775,0.5955056009997861,0.004910354999992675,7.935749999887776e-05,0.6005013819994929
