dataset,model,strategy,k_pct,fold,repeat_seed,corr_prune_threshold,n_features_total,n_features_post_prune,n_features_selected,selected_features
Superconductor,ridge,shap,1.0,7,256,0.9,81,45,81,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,mi,0.25,8,256,0.9,81,46,20,std_fie|gmean_Density|std_ThermalConductivity|entropy_atomic_mass|range_ElectronAffinity|entropy_ElectronAffinity|wtd_mean_Valence|mean_ThermalConductivity|range_Density|gmean_FusionHeat|std_atomic_radius|gmean_ElectronAffinity|gmean_ThermalConductivity|range_atomic_mass|gmean_atomic_mass|mean_ElectronAffinity|wtd_gmean_FusionHeat|range_FusionHeat|mean_Density|wtd_gmean_atomic_radius
Superconductor,ridge,mi,0.5,8,256,0.9,81,46,40,std_fie|gmean_Density|std_ThermalConductivity|entropy_atomic_mass|range_ElectronAffinity|entropy_ElectronAffinity|wtd_mean_Valence|mean_ThermalConductivity|range_Density|gmean_FusionHeat|std_atomic_radius|gmean_ElectronAffinity|gmean_ThermalConductivity|range_atomic_mass|gmean_atomic_mass|mean_ElectronAffinity|wtd_gmean_FusionHeat|range_FusionHeat|mean_Density|wtd_gmean_atomic_radius|gmean_atomic_radius|mean_fie|entropy_ThermalConductivity|wtd_range_FusionHeat|wtd_gmean_ThermalConductivity|wtd_std_ElectronAffinity|wtd_range_ThermalConductivity|wtd_range_ElectronAffinity|wtd_gmean_atomic_mass|wtd_mean_ThermalConductivity|wtd_gmean_fie|wtd_mean_Density|wtd_entropy_atomic_mass|wtd_mean_ElectronAffinity|wtd_range_Valence|wtd_std_Valence|std_Valence|wtd_range_Density|wtd_entropy_FusionHeat|wtd_range_fie
Superconductor,ridge,mi,0.75,8,256,0.9,81,46,46,std_fie|gmean_Density|std_ThermalConductivity|entropy_atomic_mass|range_ElectronAffinity|entropy_ElectronAffinity|wtd_mean_Valence|mean_ThermalConductivity|range_Density|gmean_FusionHeat|std_atomic_radius|gmean_ElectronAffinity|gmean_ThermalConductivity|range_atomic_mass|gmean_atomic_mass|mean_ElectronAffinity|wtd_gmean_FusionHeat|range_FusionHeat|mean_Density|wtd_gmean_atomic_radius|gmean_atomic_radius|mean_fie|entropy_ThermalConductivity|wtd_range_FusionHeat|wtd_gmean_ThermalConductivity|wtd_std_ElectronAffinity|wtd_range_ThermalConductivity|wtd_range_ElectronAffinity|wtd_gmean_atomic_mass|wtd_mean_ThermalConductivity|wtd_gmean_fie|wtd_mean_Density|wtd_entropy_atomic_mass|wtd_mean_ElectronAffinity|wtd_range_Valence|wtd_std_Valence|std_Valence|wtd_range_Density|wtd_entropy_FusionHeat|wtd_range_fie|wtd_entropy_fie|wtd_range_atomic_mass|wtd_entropy_Density|wtd_range_atomic_radius|wtd_entropy_ThermalConductivity|wtd_entropy_ElectronAffinity
Superconductor,ridge,mi,1.0,8,256,0.9,81,46,81,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,rfe,0.25,8,256,0.9,81,44,20,wtd_gmean_atomic_radius|range_fie|wtd_mean_atomic_mass|gmean_atomic_mass|range_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|entropy_Valence|wtd_gmean_FusionHeat|std_atomic_radius|range_atomic_mass|wtd_range_ThermalConductivity|mean_Density|wtd_gmean_Density|gmean_atomic_radius|wtd_std_Valence|range_Valence
Superconductor,ridge,rfe,0.5,8,256,0.9,81,44,40,wtd_gmean_atomic_radius|range_fie|wtd_mean_atomic_mass|gmean_atomic_mass|range_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|entropy_Valence|wtd_gmean_FusionHeat|std_atomic_radius|range_atomic_mass|wtd_range_ThermalConductivity|mean_Density|wtd_gmean_Density|gmean_atomic_radius|wtd_std_Valence|range_Valence|gmean_Valence|gmean_FusionHeat|range_FusionHeat|wtd_entropy_fie|wtd_range_FusionHeat|wtd_entropy_FusionHeat|std_Density|mean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_Density|wtd_entropy_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_fie|mean_fie|wtd_range_ElectronAffinity|mean_ElectronAffinity|wtd_range_fie|wtd_range_atomic_radius|gmean_ThermalConductivity|wtd_entropy_atomic_mass
Superconductor,ridge,rfe,0.75,8,256,0.9,81,44,44,wtd_gmean_atomic_radius|range_fie|wtd_mean_atomic_mass|gmean_atomic_mass|range_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|entropy_Valence|wtd_gmean_FusionHeat|std_atomic_radius|range_atomic_mass|wtd_range_ThermalConductivity|mean_Density|wtd_gmean_Density|gmean_atomic_radius|wtd_std_Valence|range_Valence|gmean_Valence|gmean_FusionHeat|range_FusionHeat|wtd_entropy_fie|wtd_range_FusionHeat|wtd_entropy_FusionHeat|std_Density|mean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_Density|wtd_entropy_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_fie|mean_fie|wtd_range_ElectronAffinity|mean_ElectronAffinity|wtd_range_fie|wtd_range_atomic_radius|gmean_ThermalConductivity|wtd_entropy_atomic_mass|wtd_range_atomic_mass|wtd_entropy_ThermalConductivity|wtd_range_Valence|wtd_range_Density
Superconductor,ridge,rfe,1.0,8,256,0.9,81,44,81,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,tree,0.25,8,256,0.9,81,46,20,range_ThermalConductivity|range_atomic_radius|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_std_Valence|gmean_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_range_ElectronAffinity|gmean_Density|wtd_entropy_fie|wtd_std_fie|wtd_range_ThermalConductivity|wtd_range_Valence|wtd_range_fie|std_Density|wtd_entropy_Density
Superconductor,ridge,tree,0.5,8,256,0.9,81,46,40,range_ThermalConductivity|range_atomic_radius|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_std_Valence|gmean_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_range_ElectronAffinity|gmean_Density|wtd_entropy_fie|wtd_std_fie|wtd_range_ThermalConductivity|wtd_range_Valence|wtd_range_fie|std_Density|wtd_entropy_Density|mean_ThermalConductivity|entropy_ThermalConductivity|std_ElectronAffinity|wtd_mean_atomic_mass|wtd_mean_FusionHeat|wtd_range_atomic_mass|entropy_Density|wtd_range_atomic_radius|wtd_entropy_ElectronAffinity|mean_Density|wtd_mean_atomic_radius|wtd_gmean_ThermalConductivity|wtd_range_Density|wtd_range_FusionHeat|entropy_ElectronAffinity|wtd_mean_Density|wtd_gmean_fie|mean_atomic_mass|wtd_std_FusionHeat|std_Valence
Superconductor,ridge,tree,0.75,8,256,0.9,81,46,46,range_ThermalConductivity|range_atomic_radius|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_std_Valence|gmean_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_range_ElectronAffinity|gmean_Density|wtd_entropy_fie|wtd_std_fie|wtd_range_ThermalConductivity|wtd_range_Valence|wtd_range_fie|std_Density|wtd_entropy_Density|mean_ThermalConductivity|entropy_ThermalConductivity|std_ElectronAffinity|wtd_mean_atomic_mass|wtd_mean_FusionHeat|wtd_range_atomic_mass|entropy_Density|wtd_range_atomic_radius|wtd_entropy_ElectronAffinity|mean_Density|wtd_mean_atomic_radius|wtd_gmean_ThermalConductivity|wtd_range_Density|wtd_range_FusionHeat|entropy_ElectronAffinity|wtd_mean_Density|wtd_gmean_fie|mean_atomic_mass|wtd_std_FusionHeat|std_Valence|mean_atomic_radius|gmean_ThermalConductivity|mean_ElectronAffinity|gmean_fie|gmean_FusionHeat|number_of_elements
Superconductor,ridge,tree,1.0,8,256,0.9,81,46,81,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,shap,0.25,8,256,0.9,81,45,20,wtd_mean_atomic_radius|wtd_mean_ThermalConductivity|std_atomic_radius|gmean_atomic_radius|wtd_gmean_ElectronAffinity|std_ElectronAffinity|entropy_atomic_mass|wtd_entropy_Valence|wtd_mean_fie|wtd_gmean_ThermalConductivity|mean_fie|mean_Density|std_Density|std_ThermalConductivity|std_fie|gmean_ElectronAffinity|mean_FusionHeat|range_Valence|wtd_range_ThermalConductivity|mean_Valence
Superconductor,ridge,shap,0.5,8,256,0.9,81,45,40,wtd_mean_atomic_radius|wtd_mean_ThermalConductivity|std_atomic_radius|gmean_atomic_radius|wtd_gmean_ElectronAffinity|std_ElectronAffinity|entropy_atomic_mass|wtd_entropy_Valence|wtd_mean_fie|wtd_gmean_ThermalConductivity|mean_fie|mean_Density|std_Density|std_ThermalConductivity|std_fie|gmean_ElectronAffinity|mean_FusionHeat|range_Valence|wtd_range_ThermalConductivity|mean_Valence|wtd_std_ElectronAffinity|mean_atomic_mass|range_atomic_mass|wtd_entropy_Density|wtd_std_Valence|wtd_mean_atomic_mass|gmean_Density|mean_ElectronAffinity|wtd_range_FusionHeat|std_FusionHeat|mean_ThermalConductivity|wtd_entropy_ElectronAffinity|wtd_gmean_FusionHeat|entropy_ThermalConductivity|wtd_range_ElectronAffinity|wtd_range_fie|entropy_ElectronAffinity|wtd_range_atomic_radius|wtd_mean_Density|wtd_range_Valence
Superconductor,ridge,shap,0.75,8,256,0.9,81,45,45,wtd_mean_atomic_radius|wtd_mean_ThermalConductivity|std_atomic_radius|gmean_atomic_radius|wtd_gmean_ElectronAffinity|std_ElectronAffinity|entropy_atomic_mass|wtd_entropy_Valence|wtd_mean_fie|wtd_gmean_ThermalConductivity|mean_fie|mean_Density|std_Density|std_ThermalConductivity|std_fie|gmean_ElectronAffinity|mean_FusionHeat|range_Valence|wtd_range_ThermalConductivity|mean_Valence|wtd_std_ElectronAffinity|mean_atomic_mass|range_atomic_mass|wtd_entropy_Density|wtd_std_Valence|wtd_mean_atomic_mass|gmean_Density|mean_ElectronAffinity|wtd_range_FusionHeat|std_FusionHeat|mean_ThermalConductivity|wtd_entropy_ElectronAffinity|wtd_gmean_FusionHeat|entropy_ThermalConductivity|wtd_range_ElectronAffinity|wtd_range_fie|entropy_ElectronAffinity|wtd_range_atomic_radius|wtd_mean_Density|wtd_range_Valence|wtd_entropy_ThermalConductivity|wtd_range_atomic_mass|gmean_ThermalConductivity|wtd_range_Density|wtd_entropy_fie
Superconductor,ridge,shap,1.0,8,256,0.9,81,45,81,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,mi,0.25,9,256,0.9,81,46,20,std_fie|std_ThermalConductivity|gmean_Density|entropy_atomic_radius|range_ElectronAffinity|mean_ThermalConductivity|wtd_gmean_Valence|gmean_FusionHeat|range_Density|std_atomic_radius|gmean_ElectronAffinity|gmean_ThermalConductivity|range_atomic_mass|gmean_atomic_mass|mean_ElectronAffinity|wtd_gmean_FusionHeat|mean_Density|range_FusionHeat|gmean_atomic_radius|wtd_gmean_atomic_radius
Superconductor,ridge,mi,0.5,9,256,0.9,81,46,40,std_fie|std_ThermalConductivity|gmean_Density|entropy_atomic_radius|range_ElectronAffinity|mean_ThermalConductivity|wtd_gmean_Valence|gmean_FusionHeat|range_Density|std_atomic_radius|gmean_ElectronAffinity|gmean_ThermalConductivity|range_atomic_mass|gmean_atomic_mass|mean_ElectronAffinity|wtd_gmean_FusionHeat|mean_Density|range_FusionHeat|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_ThermalConductivity|mean_fie|wtd_gmean_ThermalConductivity|wtd_std_ElectronAffinity|wtd_range_FusionHeat|wtd_range_ThermalConductivity|wtd_range_ElectronAffinity|wtd_gmean_atomic_mass|wtd_mean_ThermalConductivity|wtd_entropy_atomic_mass|wtd_gmean_fie|wtd_mean_Density|wtd_mean_ElectronAffinity|wtd_range_Valence|wtd_std_Valence|std_Valence|wtd_range_Density|wtd_gmean_ElectronAffinity|wtd_range_fie|wtd_entropy_FusionHeat
Superconductor,ridge,mi,0.75,9,256,0.9,81,46,46,std_fie|std_ThermalConductivity|gmean_Density|entropy_atomic_radius|range_ElectronAffinity|mean_ThermalConductivity|wtd_gmean_Valence|gmean_FusionHeat|range_Density|std_atomic_radius|gmean_ElectronAffinity|gmean_ThermalConductivity|range_atomic_mass|gmean_atomic_mass|mean_ElectronAffinity|wtd_gmean_FusionHeat|mean_Density|range_FusionHeat|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_ThermalConductivity|mean_fie|wtd_gmean_ThermalConductivity|wtd_std_ElectronAffinity|wtd_range_FusionHeat|wtd_range_ThermalConductivity|wtd_range_ElectronAffinity|wtd_gmean_atomic_mass|wtd_mean_ThermalConductivity|wtd_entropy_atomic_mass|wtd_gmean_fie|wtd_mean_Density|wtd_mean_ElectronAffinity|wtd_range_Valence|wtd_std_Valence|std_Valence|wtd_range_Density|wtd_gmean_ElectronAffinity|wtd_range_fie|wtd_entropy_FusionHeat|wtd_entropy_fie|wtd_range_atomic_mass|wtd_entropy_Density|wtd_range_atomic_radius|wtd_entropy_ThermalConductivity|wtd_entropy_ElectronAffinity
Superconductor,ridge,mi,1.0,9,256,0.9,81,46,81,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,rfe,0.25,9,256,0.9,81,45,20,wtd_gmean_atomic_radius|range_fie|wtd_mean_atomic_mass|gmean_atomic_mass|range_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|entropy_Valence|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_atomic_radius|wtd_gmean_FusionHeat|range_atomic_mass|wtd_range_ThermalConductivity|mean_Density|wtd_gmean_Density|gmean_atomic_radius|gmean_Valence
Superconductor,ridge,rfe,0.5,9,256,0.9,81,45,40,wtd_gmean_atomic_radius|range_fie|wtd_mean_atomic_mass|gmean_atomic_mass|range_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|entropy_Valence|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_atomic_radius|wtd_gmean_FusionHeat|range_atomic_mass|wtd_range_ThermalConductivity|mean_Density|wtd_gmean_Density|gmean_atomic_radius|gmean_Valence|wtd_std_Valence|range_Valence|gmean_FusionHeat|range_FusionHeat|wtd_entropy_fie|wtd_range_FusionHeat|wtd_entropy_FusionHeat|std_Density|mean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_Density|mean_fie|wtd_entropy_ElectronAffinity|gmean_ElectronAffinity|mean_ElectronAffinity|wtd_range_ElectronAffinity|wtd_range_fie|wtd_range_atomic_radius|wtd_gmean_fie|gmean_ThermalConductivity
Superconductor,ridge,rfe,0.75,9,256,0.9,81,45,45,wtd_gmean_atomic_radius|range_fie|wtd_mean_atomic_mass|gmean_atomic_mass|range_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|entropy_Valence|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_atomic_radius|wtd_gmean_FusionHeat|range_atomic_mass|wtd_range_ThermalConductivity|mean_Density|wtd_gmean_Density|gmean_atomic_radius|gmean_Valence|wtd_std_Valence|range_Valence|gmean_FusionHeat|range_FusionHeat|wtd_entropy_fie|wtd_range_FusionHeat|wtd_entropy_FusionHeat|std_Density|mean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_Density|mean_fie|wtd_entropy_ElectronAffinity|gmean_ElectronAffinity|mean_ElectronAffinity|wtd_range_ElectronAffinity|wtd_range_fie|wtd_range_atomic_radius|wtd_gmean_fie|gmean_ThermalConductivity|wtd_entropy_atomic_mass|wtd_range_atomic_mass|wtd_range_Valence|wtd_range_Density|wtd_entropy_ThermalConductivity
