dataset,model,strategy,k_pct,fold,repeat_seed,corr_prune_threshold,n_features_total,n_features_post_prune,n_features_selected,selected_features
New Dataset,ridge,tree,0.15,4,42,,131,131,20,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id|cont14|cat91|cont8|cat106|cat114|cont5|cat10
New Dataset,ridge,tree,0.25,4,42,,131,131,33,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id|cont14|cat91|cont8|cat106|cat114|cont5|cat10|cat94|cont9|cat115|cont12|cat110|cat93|cat100|cat112|cat37|cat92|cat104|cont11|cat113
New Dataset,ridge,shap,1.0,4,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,ridge,tree,0.5,4,42,,131,131,66,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id|cont14|cat91|cont8|cat106|cat114|cont5|cat10|cat94|cont9|cat115|cont12|cat110|cat93|cat100|cat112|cat37|cat92|cat104|cont11|cat113|cat85|cat26|cont6|cat97|cont10|cat99|cat111|cont4|cont13|cat23|cat107|cat28|cat52|cat53|cat116|cat96|cat13|cat9|cat95|cont1|cat78|cat27|cat71|cat82|cat108|cat83|cat50|cat5|cat11|cat43|cat103|cat75|cat4
New Dataset,ridge,tree,1.0,4,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,extratrees,mi,0.05,4,42,,131,131,7,cat80|cat100|cat79|cat101|cont2|cat87|cat10
New Dataset,extratrees,rfe,0.05,4,42,,131,131,7,cat80|cat101|cat57|cat79|cont3|cat104|cont1
New Dataset,extratrees,mi,0.1,4,42,,131,131,13,cat80|cat100|cat79|cat101|cont2|cat87|cat10|cat12|cat2|cat1|cat115|cat81|cat9
New Dataset,extratrees,rfe,0.1,4,42,,131,131,13,cat80|cat101|cat57|cat79|cont3|cat104|cont1|cat107|cont13|cat89|cat7|cat81|cat114
New Dataset,extratrees,mi,0.15,4,42,,131,131,20,cat80|cat100|cat79|cat101|cont2|cat87|cat10|cat12|cat2|cat1|cat115|cat81|cat9|cont14|cat114|cat112|cat13|cat57|cat116|cat91
New Dataset,extratrees,rfe,0.15,4,42,,131,131,20,cat80|cat101|cat57|cat79|cont3|cat104|cont1|cat107|cont13|cat89|cat7|cat81|cat114|cat44|cont11|cont7|cont6|cat106|cat4|cont2
New Dataset,extratrees,mi,0.25,4,42,,131,131,33,cat80|cat100|cat79|cat101|cont2|cat87|cat10|cat12|cat2|cat1|cat115|cat81|cat9|cont14|cat114|cat112|cat13|cat57|cat116|cat91|cat72|cont8|cat73|cat6|cat16|cat7|cat99|cat3|cat90|cat94|cat110|cat89|cat95
New Dataset,extratrees,rfe,0.25,4,42,,131,131,33,cat80|cat101|cat57|cat79|cont3|cat104|cont1|cat107|cont13|cat89|cat7|cat81|cat114|cat44|cont11|cont7|cont6|cat106|cat4|cont2|cat5|cat72|cat1|cat53|cat26|cat47|cat115|cat88|cat9|cat87|cat90|cat73|cat12
New Dataset,extratrees,rfe,0.5,4,42,,131,131,66,cat80|cat101|cat57|cat79|cont3|cat104|cont1|cat107|cont13|cat89|cat7|cat81|cat114|cat44|cont11|cont7|cont6|cat106|cat4|cont2|cat5|cat72|cat1|cat53|cat26|cat47|cat115|cat88|cat9|cat87|cat90|cat73|cat12|cat68|cat38|cat19|cont14|cat78|cat27|cat6|cont9|cat99|cat86|cat95|cont10|cat2|cat100|cont12|cat8|cat66|cat65|cat67|cat69|cat103|cat28|cat93|cat18|cat112|cat25|cat55|cat32|cat85|cat39|cat76|cat56|cat14
New Dataset,extratrees,mi,0.5,4,42,,131,131,66,cat80|cat100|cat79|cat101|cont2|cat87|cat10|cat12|cat2|cat1|cat115|cat81|cat9|cont14|cat114|cat112|cat13|cat57|cat116|cat91|cat72|cont8|cat73|cat6|cat16|cat7|cat99|cat3|cat90|cat94|cat110|cat89|cat95|cat4|cont4|cat105|cat11|cat111|cat75|cat50|cat36|cat27|cat104|cat109|cat40|cont9|cat86|cat106|cat26|cat84|cat83|cat92|cat41|cat53|cat67|cat103|cat98|cat38|cat8|cat108|cont3|cat76|cat45|cat23|cat82|cat25
New Dataset,extratrees,rfe,1.0,4,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,extratrees,tree,0.05,4,42,,131,131,7,cat80|cat79|cat57|cont7|cat72|cont3|cat12
New Dataset,extratrees,mi,1.0,4,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,extratrees,tree,0.1,4,42,,131,131,13,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id
New Dataset,extratrees,shap,0.05,4,42,,131,131,7,cat80|cat81|cat87|cat10|cat9|cat38|cat7
New Dataset,extratrees,shap,0.1,4,42,,131,131,13,cat80|cat81|cat87|cat10|cat9|cat38|cat7|cat89|cat57|cat1|cat79|cat37|cat53
New Dataset,extratrees,shap,0.15,4,42,,131,131,20,cat80|cat81|cat87|cat10|cat9|cat38|cat7|cat89|cat57|cat1|cat79|cat37|cat53|cat26|cat113|cont5|cat27|cat12|cat112|cat52
New Dataset,extratrees,tree,0.15,4,42,,131,131,20,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id|cont14|cat91|cont8|cat106|cat114|cont5|cat10
New Dataset,extratrees,shap,0.25,4,42,,131,131,33,cat80|cat81|cat87|cat10|cat9|cat38|cat7|cat89|cat57|cat1|cat79|cat37|cat53|cat26|cat113|cont5|cat27|cat12|cat112|cat52|cat93|cont7|cat100|cat111|cat107|cat101|cat4|cont14|cat54|cat105|cat6|cat106|cont6
New Dataset,extratrees,tree,0.25,4,42,,131,131,33,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id|cont14|cat91|cont8|cat106|cat114|cont5|cat10|cat94|cont9|cat115|cont12|cat110|cat93|cat100|cat112|cat37|cat92|cat104|cont11|cat113
New Dataset,extratrees,shap,0.5,4,42,,131,131,66,cat80|cat81|cat87|cat10|cat9|cat38|cat7|cat89|cat57|cat1|cat79|cat37|cat53|cat26|cat113|cont5|cat27|cat12|cat112|cat52|cat93|cont7|cat100|cat111|cat107|cat101|cat4|cont14|cat54|cat105|cat6|cat106|cont6|cat110|cont2|cont3|cont4|cat91|cat71|cat67|cat14|cat29|cat2|cont8|cont11|cat90|cont12|cont1|cat3|cat115|cat73|id|cat94|cat11|cat104|cat116|cont10|cat50|cat83|cat5|cat114|cat109|cont9|cat92|cat72|cat13
New Dataset,extratrees,tree,0.5,4,42,,131,131,66,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id|cont14|cat91|cont8|cat106|cat114|cont5|cat10|cat94|cont9|cat115|cont12|cat110|cat93|cat100|cat112|cat37|cat92|cat104|cont11|cat113|cat85|cat26|cont6|cat97|cont10|cat99|cat111|cont4|cont13|cat23|cat107|cat28|cat52|cat53|cat116|cat96|cat13|cat9|cat95|cont1|cat78|cat27|cat71|cat82|cat108|cat83|cat50|cat5|cat11|cat43|cat103|cat75|cat4
New Dataset,extratrees,shap,1.0,4,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,xgboost,mi,0.05,4,42,,131,131,7,cat80|cat100|cat79|cat101|cont2|cat87|cat10
New Dataset,xgboost,mi,0.1,4,42,,131,131,13,cat80|cat100|cat79|cat101|cont2|cat87|cat10|cat12|cat2|cat1|cat115|cat81|cat9
New Dataset,xgboost,mi,0.15,4,42,,131,131,20,cat80|cat100|cat79|cat101|cont2|cat87|cat10|cat12|cat2|cat1|cat115|cat81|cat9|cont14|cat114|cat112|cat13|cat57|cat116|cat91
New Dataset,xgboost,mi,0.25,4,42,,131,131,33,cat80|cat100|cat79|cat101|cont2|cat87|cat10|cat12|cat2|cat1|cat115|cat81|cat9|cont14|cat114|cat112|cat13|cat57|cat116|cat91|cat72|cont8|cat73|cat6|cat16|cat7|cat99|cat3|cat90|cat94|cat110|cat89|cat95
New Dataset,xgboost,mi,0.5,4,42,,131,131,66,cat80|cat100|cat79|cat101|cont2|cat87|cat10|cat12|cat2|cat1|cat115|cat81|cat9|cont14|cat114|cat112|cat13|cat57|cat116|cat91|cat72|cont8|cat73|cat6|cat16|cat7|cat99|cat3|cat90|cat94|cat110|cat89|cat95|cat4|cont4|cat105|cat11|cat111|cat75|cat50|cat36|cat27|cat104|cat109|cat40|cont9|cat86|cat106|cat26|cat84|cat83|cat92|cat41|cat53|cat67|cat103|cat98|cat38|cat8|cat108|cont3|cat76|cat45|cat23|cat82|cat25
New Dataset,xgboost,mi,1.0,4,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,xgboost,rfe,0.05,4,42,,131,131,7,cat80|cat101|cat57|cat79|cont3|cat104|cont1
New Dataset,xgboost,rfe,0.1,4,42,,131,131,13,cat80|cat101|cat57|cat79|cont3|cat104|cont1|cat107|cont13|cat89|cat7|cat81|cat114
New Dataset,xgboost,rfe,0.15,4,42,,131,131,20,cat80|cat101|cat57|cat79|cont3|cat104|cont1|cat107|cont13|cat89|cat7|cat81|cat114|cat44|cont11|cont7|cont6|cat106|cat4|cont2
New Dataset,extratrees,tree,1.0,4,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,xgboost,rfe,0.25,4,42,,131,131,33,cat80|cat101|cat57|cat79|cont3|cat104|cont1|cat107|cont13|cat89|cat7|cat81|cat114|cat44|cont11|cont7|cont6|cat106|cat4|cont2|cat5|cat72|cat1|cat53|cat26|cat47|cat115|cat88|cat9|cat87|cat90|cat73|cat12
New Dataset,xgboost,rfe,0.5,4,42,,131,131,66,cat80|cat101|cat57|cat79|cont3|cat104|cont1|cat107|cont13|cat89|cat7|cat81|cat114|cat44|cont11|cont7|cont6|cat106|cat4|cont2|cat5|cat72|cat1|cat53|cat26|cat47|cat115|cat88|cat9|cat87|cat90|cat73|cat12|cat68|cat38|cat19|cont14|cat78|cat27|cat6|cont9|cat99|cat86|cat95|cont10|cat2|cat100|cont12|cat8|cat66|cat65|cat67|cat69|cat103|cat28|cat93|cat18|cat112|cat25|cat55|cat32|cat85|cat39|cat76|cat56|cat14
New Dataset,xgboost,tree,0.05,4,42,,131,131,7,cat80|cat79|cat57|cont7|cat72|cont3|cat12
New Dataset,xgboost,tree,0.1,4,42,,131,131,13,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id
New Dataset,xgboost,rfe,1.0,4,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,xgboost,tree,0.15,4,42,,131,131,20,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id|cont14|cat91|cont8|cat106|cat114|cont5|cat10
New Dataset,xgboost,tree,0.25,4,42,,131,131,33,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id|cont14|cat91|cont8|cat106|cat114|cont5|cat10|cat94|cont9|cat115|cont12|cat110|cat93|cat100|cat112|cat37|cat92|cat104|cont11|cat113
New Dataset,ridge,mi,0.05,5,42,,131,131,7,cat80|cat101|cat100|cat79|cat87|cat12|cat10
New Dataset,ridge,mi,0.1,5,42,,131,131,13,cat80|cat101|cat100|cat79|cat87|cat12|cat10|cat72|cat2|cat81|cat112|cont6|cat57
New Dataset,ridge,mi,0.15,5,42,,131,131,20,cat80|cat101|cat100|cat79|cat87|cat12|cat10|cat72|cat2|cat81|cat112|cont6|cat57|cat9|cat1|cat103|cat4|cat7|cat13|cont14
New Dataset,xgboost,tree,0.5,4,42,,131,131,66,cat80|cat79|cat57|cont7|cat72|cont3|cat12|cat81|cat105|cont2|cat101|cat87|id|cont14|cat91|cont8|cat106|cat114|cont5|cat10|cat94|cont9|cat115|cont12|cat110|cat93|cat100|cat112|cat37|cat92|cat104|cont11|cat113|cat85|cat26|cont6|cat97|cont10|cat99|cat111|cont4|cont13|cat23|cat107|cat28|cat52|cat53|cat116|cat96|cat13|cat9|cat95|cont1|cat78|cat27|cat71|cat82|cat108|cat83|cat50|cat5|cat11|cat43|cat103|cat75|cat4
New Dataset,ridge,mi,0.25,5,42,,131,131,33,cat80|cat101|cat100|cat79|cat87|cat12|cat10|cat72|cat2|cat81|cat112|cont6|cat57|cat9|cat1|cat103|cat4|cat7|cat13|cont14|cat89|cont5|cat23|cat11|cat114|cont9|cat5|cat111|cat91|cat50|cat82|cat110|cat73
New Dataset,ridge,mi,0.5,5,42,,131,131,66,cat80|cat101|cat100|cat79|cat87|cat12|cat10|cat72|cat2|cat81|cat112|cont6|cat57|cat9|cat1|cat103|cat4|cat7|cat13|cont14|cat89|cont5|cat23|cat11|cat114|cont9|cat5|cat111|cat91|cat50|cat82|cat110|cat73|cat93|cat94|cat113|cont1|cat36|cat16|cont12|cat6|cat84|cont10|cat3|cat53|cont2|cat37|cat90|cont11|cat25|cat76|cat75|cat105|cont13|cat26|cat43|cat38|cat116|cat78|cat24|cat41|cat8|cat44|cat28|cat104|cat66
New Dataset,ridge,mi,1.0,5,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,ridge,rfe,0.05,5,42,,131,131,7,cat80|cat57|cont9|cont13|cat107|cat79|cat12
New Dataset,ridge,rfe,0.1,5,42,,131,131,13,cat80|cat57|cont9|cont13|cat107|cat79|cat12|cont7|cat103|cat111|cat114|cat9|cat87
New Dataset,ridge,rfe,0.15,5,42,,131,131,20,cat80|cat57|cont9|cont13|cat107|cat79|cat12|cont7|cat103|cat111|cat114|cat9|cat87|cat81|cat53|cont2|cat73|cat91|cat92|cat10
New Dataset,xgboost,tree,1.0,4,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,ridge,rfe,0.25,5,42,,131,131,33,cat80|cat57|cont9|cont13|cat107|cat79|cat12|cont7|cat103|cat111|cat114|cat9|cat87|cat81|cat53|cont2|cat73|cat91|cat92|cat10|cont6|cat38|cat13|cat82|cat44|cat108|cat86|cat78|cat26|cat3|cat1|cont14|cat40
New Dataset,ridge,rfe,0.5,5,42,,131,131,66,cat80|cat57|cont9|cont13|cat107|cat79|cat12|cont7|cat103|cat111|cat114|cat9|cat87|cat81|cat53|cont2|cat73|cat91|cat92|cat10|cont6|cat38|cat13|cat82|cat44|cat108|cat86|cat78|cat26|cat3|cat1|cont14|cat40|cat6|cat50|cat49|cat77|cat76|cat11|cat27|cat25|cat28|cat23|cat29|cat19|cont4|cat24|cat31|cat58|cat115|cont10|cat72|cat32|cat30|cat100|cat85|cat71|cat104|cat96|cat51|cat65|cat8|cat56|cat34|cont12|cat105
New Dataset,ridge,rfe,1.0,5,42,,131,131,131,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14
New Dataset,ridge,shap,0.05,5,42,,131,131,7,cont12|cat80|cat4|cont13|cat116|cat115|cat12
New Dataset,ridge,shap,0.1,5,42,,131,131,13,cont12|cat80|cat4|cont13|cat116|cat115|cat12|cat79|cat113|cat95|cont9|cat104|cat107
New Dataset,ridge,shap,0.15,5,42,,131,131,20,cont12|cat80|cat4|cont13|cat116|cat115|cat12|cat79|cat113|cat95|cont9|cat104|cat107|cont1|cat27|cat98|cat10|cont2|cat114|cat101
New Dataset,ridge,shap,0.25,5,42,,131,131,33,cont12|cat80|cat4|cont13|cat116|cat115|cat12|cat79|cat113|cat95|cont9|cat104|cat107|cont1|cat27|cat98|cat10|cont2|cat114|cat101|cont14|cat50|cat38|cont8|cat44|cont6|cat36|cont11|cat91|cat81|cat9|cont5|cont3
New Dataset,ridge,tree,0.05,5,42,,131,131,7,cat80|cat79|cat57|cont7|cat101|cat12|cat107
New Dataset,ridge,shap,0.5,5,42,,131,131,66,cont12|cat80|cat4|cont13|cat116|cat115|cat12|cat79|cat113|cat95|cont9|cat104|cat107|cont1|cat27|cat98|cat10|cont2|cat114|cat101|cont14|cat50|cat38|cont8|cat44|cont6|cat36|cont11|cat91|cat81|cat9|cont5|cont3|cat5|cat40|cat109|cont7|cat26|cat1|cat111|cat13|cat23|cat6|cat82|cat102|cat103|cat2|cont10|cat75|cat68|cat93|cat100|cont4|cat11|cat25|cat108|cat17|cat53|cat43|cat73|cat106|cat105|cat112|cat49|cat86|cat96
New Dataset,ridge,tree,0.1,5,42,,131,131,13,cat80|cat79|cat57|cont7|cat101|cat12|cat107|cat72|cat105|cont3|cat81|cat111|cat75
New Dataset,ridge,tree,0.15,5,42,,131,131,20,cat80|cat79|cat57|cont7|cat101|cat12|cat107|cat72|cat105|cont3|cat81|cat111|cat75|cat87|cont2|cont11|cont5|cat44|cont12|cat91
