dataset,model,strategy,k_pct,fold,repeat_seed,n_features_total,n_features_selected,n_features_after_fi_stage,n_features_after_shap_stage,selected_features_fi_stage,selected_features_shap_stage,selected_features
Superconductor,xgboost,custom_shap_rfe,1.0,3,42,81,81,81,81,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,xgboost,native_fi,0.05,4,42,81,4,4,4,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density
Superconductor,xgboost,native_fi,0.1,4,42,81,8,8,8,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence
Superconductor,xgboost,native_fi,0.15,4,42,81,12,12,12,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence
Superconductor,xgboost,native_fi,0.25,4,42,81,20,20,20,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence|mean_Density|wtd_std_ThermalConductivity|entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_range_atomic_mass|wtd_std_Valence|std_ElectronAffinity|wtd_range_Valence,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence|mean_Density|wtd_std_ThermalConductivity|entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_range_atomic_mass|wtd_std_Valence|std_ElectronAffinity|wtd_range_Valence,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence|mean_Density|wtd_std_ThermalConductivity|entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_range_atomic_mass|wtd_std_Valence|std_ElectronAffinity|wtd_range_Valence
Superconductor,xgboost,native_fi,0.5,4,42,81,40,40,40,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence|mean_Density|wtd_std_ThermalConductivity|entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_range_atomic_mass|wtd_std_Valence|std_ElectronAffinity|wtd_range_Valence|entropy_Density|wtd_range_ElectronAffinity|range_atomic_mass|wtd_entropy_Density|wtd_std_atomic_mass|wtd_gmean_ElectronAffinity|std_atomic_radius|wtd_std_Density|mean_atomic_radius|wtd_range_fie|range_Density|wtd_entropy_FusionHeat|gmean_ThermalConductivity|entropy_FusionHeat|wtd_entropy_fie|wtd_gmean_atomic_mass|wtd_gmean_Density|mean_ElectronAffinity|mean_ThermalConductivity|wtd_std_FusionHeat,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence|mean_Density|wtd_std_ThermalConductivity|entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_range_atomic_mass|wtd_std_Valence|std_ElectronAffinity|wtd_range_Valence|entropy_Density|wtd_range_ElectronAffinity|range_atomic_mass|wtd_entropy_Density|wtd_std_atomic_mass|wtd_gmean_ElectronAffinity|std_atomic_radius|wtd_std_Density|mean_atomic_radius|wtd_range_fie|range_Density|wtd_entropy_FusionHeat|gmean_ThermalConductivity|entropy_FusionHeat|wtd_entropy_fie|wtd_gmean_atomic_mass|wtd_gmean_Density|mean_ElectronAffinity|mean_ThermalConductivity|wtd_std_FusionHeat,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence|mean_Density|wtd_std_ThermalConductivity|entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_range_atomic_mass|wtd_std_Valence|std_ElectronAffinity|wtd_range_Valence|entropy_Density|wtd_range_ElectronAffinity|range_atomic_mass|wtd_entropy_Density|wtd_std_atomic_mass|wtd_gmean_ElectronAffinity|std_atomic_radius|wtd_std_Density|mean_atomic_radius|wtd_range_fie|range_Density|wtd_entropy_FusionHeat|gmean_ThermalConductivity|entropy_FusionHeat|wtd_entropy_fie|wtd_gmean_atomic_mass|wtd_gmean_Density|mean_ElectronAffinity|mean_ThermalConductivity|wtd_std_FusionHeat
Superconductor,xgboost,native_fi,1.0,4,42,81,81,81,81,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence|mean_Density|wtd_std_ThermalConductivity|entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_range_atomic_mass|wtd_std_Valence|std_ElectronAffinity|wtd_range_Valence|entropy_Density|wtd_range_ElectronAffinity|range_atomic_mass|wtd_entropy_Density|wtd_std_atomic_mass|wtd_gmean_ElectronAffinity|std_atomic_radius|wtd_std_Density|mean_atomic_radius|wtd_range_fie|range_Density|wtd_entropy_FusionHeat|gmean_ThermalConductivity|entropy_FusionHeat|wtd_entropy_fie|wtd_gmean_atomic_mass|wtd_gmean_Density|mean_ElectronAffinity|mean_ThermalConductivity|wtd_std_FusionHeat|wtd_range_Density|std_FusionHeat|wtd_range_ThermalConductivity|wtd_entropy_Valence|entropy_atomic_radius|wtd_mean_Density|gmean_Valence|entropy_atomic_mass|entropy_Valence|wtd_mean_ElectronAffinity|wtd_range_FusionHeat|wtd_std_atomic_radius|std_Valence|wtd_mean_atomic_mass|gmean_atomic_mass|range_fie|gmean_atomic_radius|wtd_gmean_fie|gmean_fie|range_Valence|gmean_FusionHeat|wtd_entropy_ElectronAffinity|wtd_std_fie|entropy_ElectronAffinity|mean_FusionHeat|std_ThermalConductivity|mean_Valence|wtd_mean_FusionHeat|entropy_fie|mean_fie|wtd_entropy_atomic_radius|wtd_gmean_atomic_radius|wtd_mean_fie|wtd_mean_atomic_radius|wtd_gmean_FusionHeat|wtd_range_atomic_radius|range_FusionHeat|std_fie|wtd_entropy_atomic_mass|mean_atomic_mass|number_of_elements,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence|mean_Density|wtd_std_ThermalConductivity|entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_range_atomic_mass|wtd_std_Valence|std_ElectronAffinity|wtd_range_Valence|entropy_Density|wtd_range_ElectronAffinity|range_atomic_mass|wtd_entropy_Density|wtd_std_atomic_mass|wtd_gmean_ElectronAffinity|std_atomic_radius|wtd_std_Density|mean_atomic_radius|wtd_range_fie|range_Density|wtd_entropy_FusionHeat|gmean_ThermalConductivity|entropy_FusionHeat|wtd_entropy_fie|wtd_gmean_atomic_mass|wtd_gmean_Density|mean_ElectronAffinity|mean_ThermalConductivity|wtd_std_FusionHeat|wtd_range_Density|std_FusionHeat|wtd_range_ThermalConductivity|wtd_entropy_Valence|entropy_atomic_radius|wtd_mean_Density|gmean_Valence|entropy_atomic_mass|entropy_Valence|wtd_mean_ElectronAffinity|wtd_range_FusionHeat|wtd_std_atomic_radius|std_Valence|wtd_mean_atomic_mass|gmean_atomic_mass|range_fie|gmean_atomic_radius|wtd_gmean_fie|gmean_fie|range_Valence|gmean_FusionHeat|wtd_entropy_ElectronAffinity|wtd_std_fie|entropy_ElectronAffinity|mean_FusionHeat|std_ThermalConductivity|mean_Valence|wtd_mean_FusionHeat|entropy_fie|mean_fie|wtd_entropy_atomic_radius|wtd_gmean_atomic_radius|wtd_mean_fie|wtd_mean_atomic_radius|wtd_gmean_FusionHeat|wtd_range_atomic_radius|range_FusionHeat|std_fie|wtd_entropy_atomic_mass|mean_atomic_mass|number_of_elements,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|range_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_mean_Valence|mean_Density|wtd_std_ThermalConductivity|entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_range_atomic_mass|wtd_std_Valence|std_ElectronAffinity|wtd_range_Valence|entropy_Density|wtd_range_ElectronAffinity|range_atomic_mass|wtd_entropy_Density|wtd_std_atomic_mass|wtd_gmean_ElectronAffinity|std_atomic_radius|wtd_std_Density|mean_atomic_radius|wtd_range_fie|range_Density|wtd_entropy_FusionHeat|gmean_ThermalConductivity|entropy_FusionHeat|wtd_entropy_fie|wtd_gmean_atomic_mass|wtd_gmean_Density|mean_ElectronAffinity|mean_ThermalConductivity|wtd_std_FusionHeat|wtd_range_Density|std_FusionHeat|wtd_range_ThermalConductivity|wtd_entropy_Valence|entropy_atomic_radius|wtd_mean_Density|gmean_Valence|entropy_atomic_mass|entropy_Valence|wtd_mean_ElectronAffinity|wtd_range_FusionHeat|wtd_std_atomic_radius|std_Valence|wtd_mean_atomic_mass|gmean_atomic_mass|range_fie|gmean_atomic_radius|wtd_gmean_fie|gmean_fie|range_Valence|gmean_FusionHeat|wtd_entropy_ElectronAffinity|wtd_std_fie|entropy_ElectronAffinity|mean_FusionHeat|std_ThermalConductivity|mean_Valence|wtd_mean_FusionHeat|entropy_fie|mean_fie|wtd_entropy_atomic_radius|wtd_gmean_atomic_radius|wtd_mean_fie|wtd_mean_atomic_radius|wtd_gmean_FusionHeat|wtd_range_atomic_radius|range_FusionHeat|std_fie|wtd_entropy_atomic_mass|mean_atomic_mass|number_of_elements
Superconductor,xgboost,native_fi,0.05,5,42,81,4,4,4,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density
Superconductor,xgboost,native_fi,0.1,5,42,81,8,8,8,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity
Superconductor,xgboost,native_fi,0.15,5,42,81,12,12,12,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity|gmean_Density|entropy_ThermalConductivity|mean_Density|wtd_mean_ThermalConductivity,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity|gmean_Density|entropy_ThermalConductivity|mean_Density|wtd_mean_ThermalConductivity,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity|gmean_Density|entropy_ThermalConductivity|mean_Density|wtd_mean_ThermalConductivity
Superconductor,xgboost,native_fi,0.25,5,42,81,20,20,20,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity|gmean_Density|entropy_ThermalConductivity|mean_Density|wtd_mean_ThermalConductivity|wtd_std_ThermalConductivity|wtd_entropy_ThermalConductivity|wtd_std_Valence|wtd_range_Valence|std_atomic_radius|entropy_Density|range_ElectronAffinity|wtd_entropy_FusionHeat,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity|gmean_Density|entropy_ThermalConductivity|mean_Density|wtd_mean_ThermalConductivity|wtd_std_ThermalConductivity|wtd_entropy_ThermalConductivity|wtd_std_Valence|wtd_range_Valence|std_atomic_radius|entropy_Density|range_ElectronAffinity|wtd_entropy_FusionHeat,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity|gmean_Density|entropy_ThermalConductivity|mean_Density|wtd_mean_ThermalConductivity|wtd_std_ThermalConductivity|wtd_entropy_ThermalConductivity|wtd_std_Valence|wtd_range_Valence|std_atomic_radius|entropy_Density|range_ElectronAffinity|wtd_entropy_FusionHeat
Superconductor,xgboost,native_fi,0.5,5,42,81,40,40,40,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity|gmean_Density|entropy_ThermalConductivity|mean_Density|wtd_mean_ThermalConductivity|wtd_std_ThermalConductivity|wtd_entropy_ThermalConductivity|wtd_std_Valence|wtd_range_Valence|std_atomic_radius|entropy_Density|range_ElectronAffinity|wtd_entropy_FusionHeat|wtd_range_ElectronAffinity|wtd_range_fie|wtd_gmean_ElectronAffinity|wtd_range_atomic_mass|wtd_std_atomic_mass|wtd_mean_Valence|std_ElectronAffinity|wtd_entropy_Density|wtd_entropy_Valence|wtd_mean_Density|mean_ElectronAffinity|wtd_entropy_fie|wtd_std_FusionHeat|mean_ThermalConductivity|gmean_Valence|gmean_FusionHeat|mean_atomic_radius|wtd_std_Density|std_FusionHeat|wtd_gmean_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity|gmean_Density|entropy_ThermalConductivity|mean_Density|wtd_mean_ThermalConductivity|wtd_std_ThermalConductivity|wtd_entropy_ThermalConductivity|wtd_std_Valence|wtd_range_Valence|std_atomic_radius|entropy_Density|range_ElectronAffinity|wtd_entropy_FusionHeat|wtd_range_ElectronAffinity|wtd_range_fie|wtd_gmean_ElectronAffinity|wtd_range_atomic_mass|wtd_std_atomic_mass|wtd_mean_Valence|std_ElectronAffinity|wtd_entropy_Density|wtd_entropy_Valence|wtd_mean_Density|mean_ElectronAffinity|wtd_entropy_fie|wtd_std_FusionHeat|mean_ThermalConductivity|gmean_Valence|gmean_FusionHeat|mean_atomic_radius|wtd_std_Density|std_FusionHeat|wtd_gmean_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_Density|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_ElectronAffinity|gmean_Density|entropy_ThermalConductivity|mean_Density|wtd_mean_ThermalConductivity|wtd_std_ThermalConductivity|wtd_entropy_ThermalConductivity|wtd_std_Valence|wtd_range_Valence|std_atomic_radius|entropy_Density|range_ElectronAffinity|wtd_entropy_FusionHeat|wtd_range_ElectronAffinity|wtd_range_fie|wtd_gmean_ElectronAffinity|wtd_range_atomic_mass|wtd_std_atomic_mass|wtd_mean_Valence|std_ElectronAffinity|wtd_entropy_Density|wtd_entropy_Valence|wtd_mean_Density|mean_ElectronAffinity|wtd_entropy_fie|wtd_std_FusionHeat|mean_ThermalConductivity|gmean_Valence|gmean_FusionHeat|mean_atomic_radius|wtd_std_Density|std_FusionHeat|wtd_gmean_Density
