dataset,model,strategy,k_pct,fold,repeat_seed,mape,mse,rmse,selection_time_s,train_time_s,predict_time_s,total_time_s
Allstate Claims Severity,extratrees,shap,0.5,1,123,0.6705490282060581,3919825.557615234,1979.8549334775096,8.656772265967447,131.46464798803208,1.7497664510156028,142.31118721998064
Allstate Claims Severity,extratrees,shap,0.75,1,123,0.6923172252348725,3794947.5817286475,2030.0148987682867,4.44005731207941,201.80050187227496,1.2807056653578273,207.5212648497122
Allstate Claims Severity,extratrees,shap,1.0,1,123,0.6565771193061466,3862878.852624732,1965.4207825869585,0.0,256.1396889089956,0.8766762570012361,257.4030930909794
Allstate Claims Severity,extratrees,shap,0.25,2,123,0.748289231303216,4652413.557990697,2156.945423044055,9.11501699197106,51.77784518897533,1.451712740003131,62.83323467796436
Allstate Claims Severity,extratrees,shap,0.5,2,123,0.7082218655683361,4285878.154353507,2070.236255685207,9.11501699197106,125.89441325201189,1.7105991840362549,137.3234241210157
Allstate Claims Severity,extratrees,shap,0.75,2,123,0.6964812086147036,4253943.638375483,1995.2714856768375,4.863739922181053,191.5651923408094,1.3239667020074846,197.75289896499794
Allstate Claims Severity,extratrees,shap,1.0,2,123,0.6893023410760345,4059835.841740396,2014.903432361064,0.0,243.8934783610166,0.8675294970162213,245.12842638697475
Allstate Claims Severity,extratrees,shap,0.25,3,123,0.6799246063918131,4287701.843729725,2070.6766632503795,8.597675933968276,51.33583889098372,1.544552681967616,61.98806835495634
Allstate Claims Severity,extratrees,shap,0.5,3,123,0.6462597846188833,4010608.827559158,2002.650450667604,8.597675933968276,123.48382736102212,0.9392169899656436,133.3937052199617
Allstate Claims Severity,extratrees,shap,0.75,3,123,0.637629880838955,3863443.0770679675,1969.5266980406861,4.109255981571017,190.09449408449493,1.049346714480911,195.25309678054685
Allstate Claims Severity,extratrees,shap,1.0,3,123,0.6258708407028535,3734609.285449241,1932.513721930388,0.0,262.0610512120184,1.133986827044282,263.5525361719774
Allstate Claims Severity,extratrees,shap,0.25,4,123,0.7050728827325351,4974882.266521136,2230.4444100943506,8.699249359953683,49.72594854800264,1.5327897850074803,60.41933191695716
Allstate Claims Severity,extratrees,shap,0.5,4,123,0.6793837619737707,4600118.679576237,2144.7887260931407,8.699249359953683,125.81482686195524,1.285801782971248,136.23735698097153
Allstate Claims Severity,extratrees,shap,0.75,4,123,0.6575441086728048,4335165.18403595,2086.5368287116576,4.340794784476834,196.50248084599178,1.2335322051251374,202.07680783559374
Allstate Claims Severity,extratrees,shap,1.0,4,123,0.6679953130592575,4521916.061222567,2126.479734496091,0.0,260.128953566018,1.0203188699670136,261.52042300399626
Allstate Claims Severity,extratrees,shap,0.25,5,123,0.6753480128104513,4338717.196455002,2082.958760142649,8.600973633991089,42.74399221298518,1.39581703604199,53.37032583897235
Allstate Claims Severity,extratrees,shap,0.5,5,123,0.6583970633974326,3929083.446429947,1982.1915766216807,8.600973633991089,121.49256978201448,1.754104276013095,132.39701895602047
Allstate Claims Severity,extratrees,shap,0.75,5,123,0.6324466022319724,3688329.050472467,2002.081571123009,4.2546916987296095,190.00480738113447,1.8879353124076197,196.1474343922717
Allstate Claims Severity,extratrees,shap,1.0,5,123,0.6358439701996024,3797625.80417425,1948.749805432768,0.0,260.30199930403614,2.043155072024092,262.91515082801925
