dataset,model,strategy,k_pct,fold,repeat_seed,rmse,mae,mape,mse,selection_time_s,train_time_s,predict_time_s,total_time_s
Allstate,xgboost,native_fi,0.5,6,42,1910.801702426028,1210.6412095679686,0.5961035471799739,3651163.145994207,2.6449852157384157e-06,9.297019807010656,0.2672217529907357,9.564244204986608
Allstate,xgboost,baseline,1.0,6,42,1907.8735729028865,1207.9991084822375,0.5949395999511807,3639981.570181226,2.454995410516858e-06,10.393732371012447,0.6118346300208941,11.005569456028752
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.05,3,42,2279.3453904277626,1416.429098331578,0.7491095257914595,5195415.408864289,113.96072210700368,5.359263931022724,0.030983810022007674,119.35096984804841
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.1,3,42,2097.94415508169,1313.1170069718016,0.7014267491402846,4401369.677841426,124.17339895101031,8.253721314977156,0.06277403197600506,132.48989429796347
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.15,3,42,1991.7902849854856,1222.897995618692,0.6227295586208581,3967228.5393625624,134.20817075899686,8.60382429099991,0.1534119670104701,142.96540701700724
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.25,3,42,2000.9379622865129,1227.8601821533825,0.6327208659981266,4003752.728919302,155.34388954701717,8.205487100000028,0.15256777202012017,163.70194441903732
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.5,3,42,1975.4973815903788,1212.8757376847961,0.6135045157884705,3902589.9046704425,165.99959936301457,9.11644093398354,0.30641850497340783,175.42245880197152
Allstate,xgboost,native_fi,0.05,7,42,2253.925362716744,1454.669043481611,0.7936839338049275,5080179.5406978065,1.4429970178753138e-06,7.936233637999976,0.035476710996590555,7.9717117919935845
Allstate,xgboost,native_fi,0.1,7,42,2121.7365149293546,1356.7540064866319,0.7283655587841129,4501765.838784563,1.121981767937541e-06,7.754742832999909,0.06038073301897384,7.815124688000651
Allstate,xgboost,native_fi,0.15,7,42,2082.674174020447,1299.2189098273238,0.6787622863430528,4337531.71513175,1.3329845387488604e-06,7.855730316019617,0.09147474600467831,7.947206395008834
Allstate,xgboost,native_fi,0.25,7,42,2007.9033660625275,1226.413098649873,0.6113991481939861,4031675.9274452287,1.5020195860415697e-06,8.43551542700152,0.11951663400395773,8.555033563025063
Allstate,xgboost,native_fi,0.5,7,42,2002.1779799872827,1210.7970439841529,0.5942775684636074,4008716.663545956,1.7540005501359701e-06,9.10030567101785,0.30387078199419193,9.404178207012592
Allstate,xgboost,baseline,1.0,7,42,1986.0579235594048,1206.3806080929508,0.5935303600190589,3944426.075733095,3.616994945332408e-06,9.778479143016739,0.38199975099996664,10.16048251101165
Allstate,xgboost,custom_shap_rfe,0.05,6,42,2319.428476350596,1433.890748305276,0.7077047591624391,5379748.456906048,2.898499951697886e-05,7.633160019002389,0.05013718601549044,7.683326190017397
Allstate,xgboost,custom_shap_rfe,0.1,6,42,2089.325958997239,1322.2370463405148,0.6556012244052966,4365282.962939733,1.211298513226211e-05,7.887862118019257,0.07609494900680147,7.9639691800111905
Allstate,xgboost,custom_shap_rfe,0.15,6,42,1927.4604940583988,1226.0796537307572,0.6058394288796844,3715103.956155847,1.1010008165612817e-05,8.34729272199911,0.07328544300980866,8.420589175017085
Allstate,xgboost,custom_shap_rfe,0.25,6,42,1935.0649424124372,1217.5007248085558,0.5991226101664194,3744476.3313536486,1.3475015293806791e-05,8.90917393399286,0.07218835997628048,8.981375768984435
Allstate,xgboost,custom_shap_rfe,0.5,6,42,1918.2775378858794,1209.1563820003228,0.595525912163703,3679788.7123575113,9.848998161032796e-06,9.55901041298057,0.19578008001553826,9.754800341994269
