dataset,model,strategy,k_pct,fold,repeat_seed,n_features_total,n_features_selected,n_features_after_fi_stage,n_features_after_shap_stage,selected_features_fi_stage,selected_features_shap_stage,selected_features
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.1,8,42,131,13,72,13,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat109|cont12|cat53|cat1|cat108|cat101|cat44|cat111|cat103|cont11|cat6|cat82|cat94|cat113|cont3|cat26|cat76|cat100|cat114|cat5|cat38|cat27|cat95|cat116|cat105|cat91|cat115|cat75|cat2|cat50|cat23|cat36|cat37|cat9|cont14|cat25|cat4|cat112|cat77|cat99|cont4|cat90|cat45|cat40|cat11|cat32|cat28|cont10|cat13|cat43|cat89|cat49|cat10|cat67|cat21|cat42|cat7|cont6|cat83|cat59|cont1|cat17|cat68,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat101|cat111|cat103|cat113,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat101|cat111|cat103|cat113
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.15,8,42,131,20,75,20,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat109|cont12|cat53|cat1|cat108|cat101|cat44|cat111|cat103|cont11|cat6|cat82|cat94|cat113|cont3|cat26|cat76|cat100|cat114|cat5|cat38|cat27|cat95|cat116|cat105|cat91|cat115|cat75|cat2|cat50|cat23|cat36|cat37|cat9|cont14|cat25|cat4|cat112|cat77|cat99|cont4|cat90|cat45|cat40|cat11|cat32|cat28|cont10|cat13|cat43|cat89|cat49|cat10|cat67|cat21|cat42|cat7|cont6|cat83|cat59|cont1|cat17|cat68|cat84|cat14|cat73,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat1|cat108|cat101|cat111|cat103|cat113|cat100|cat114|cat116|cont14|cat112,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat1|cat108|cat101|cat111|cat103|cat113|cat100|cat114|cat116|cont14|cat112
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.25,8,42,131,33,82,33,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat109|cont12|cat53|cat1|cat108|cat101|cat44|cat111|cat103|cont11|cat6|cat82|cat94|cat113|cont3|cat26|cat76|cat100|cat114|cat5|cat38|cat27|cat95|cat116|cat105|cat91|cat115|cat75|cat2|cat50|cat23|cat36|cat37|cat9|cont14|cat25|cat4|cat112|cat77|cat99|cont4|cat90|cat45|cat40|cat11|cat32|cat28|cont10|cat13|cat43|cat89|cat49|cat10|cat67|cat21|cat42|cat7|cont6|cat83|cat59|cont1|cat17|cat68|cat84|cat14|cat73|cat74|cat93|cont13|cat52|cat86|cat110|cat92,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat109|cont12|cat53|cat1|cat108|cat101|cat44|cat111|cat103|cat6|cat82|cat113|cont3|cat26|cat76|cat100|cat114|cat38|cat27|cat116|cat91|cat75|cat23|cat36,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat109|cont12|cat53|cat1|cat108|cat101|cat44|cat111|cat103|cat6|cat82|cat113|cont3|cat26|cat76|cat100|cat114|cat38|cat27|cat116|cat91|cat75|cat23|cat36
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.5,8,42,131,66,98,66,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat109|cont12|cat53|cat1|cat108|cat101|cat44|cat111|cat103|cont11|cat6|cat82|cat94|cat113|cont3|cat26|cat76|cat100|cat114|cat5|cat38|cat27|cat95|cat116|cat105|cat91|cat115|cat75|cat2|cat50|cat23|cat36|cat37|cat9|cont14|cat25|cat4|cat112|cat77|cat99|cont4|cat90|cat45|cat40|cat11|cat32|cat28|cont10|cat13|cat43|cat89|cat49|cat10|cat67|cat21|cat42|cat7|cont6|cat83|cat59|cont1|cat17|cat68|cat84|cat14|cat73|cat74|cat93|cont13|cat52|cat86|cat110|cat92|cat78|cont8|cat65|cat102|cat3|cat58|cat8|cat51|cat16|cat31|cat106|cat54|cat24|cat107|cat66|cat29,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat109|cont12|cat53|cat1|cat108|cat101|cat44|cat111|cat103|cont11|cat6|cat82|cat94|cat113|cont3|cat26|cat76|cat100|cat114|cat38|cat27|cat116|cat105|cat91|cat115|cat75|cat50|cat23|cat36|cat37|cat9|cont14|cat25|cat112|cat77|cat99|cat90|cat40|cat11|cat32|cont10|cat13|cat43|cat89|cat49|cat10|cat67|cat42|cont6|cat83|cat84|cat73|cat52|cat110|cont8|cat65|cat102,cat80|cat57|cat79|cat12|cat87|cont7|cat72|cat81|cont2|cat109|cont12|cat53|cat1|cat108|cat101|cat44|cat111|cat103|cont11|cat6|cat82|cat94|cat113|cont3|cat26|cat76|cat100|cat114|cat38|cat27|cat116|cat105|cat91|cat115|cat75|cat50|cat23|cat36|cat37|cat9|cont14|cat25|cat112|cat77|cat99|cat90|cat40|cat11|cat32|cont10|cat13|cat43|cat89|cat49|cat10|cat67|cat42|cont6|cat83|cat84|cat73|cat52|cat110|cont8|cat65|cat102
Allstate,xgboost,native_fi,0.05,2,123,131,7,7,7,cat80|cat57|cat79|cat12|cont12|cont7|cat87,cat80|cat57|cat79|cat12|cont12|cont7|cat87,cat80|cat57|cat79|cat12|cont12|cont7|cat87
Allstate,xgboost,native_fi,0.1,2,123,131,13,13,13,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53
Allstate,xgboost,native_fi,0.15,2,123,131,20,20,20,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82
Allstate,xgboost,native_fi,0.25,2,123,131,33,33,33,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82|cat26|cat114|cat44|cat76|cont11|cat113|cat38|cat100|cat89|cat2|cat116|cat91|cat105,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82|cat26|cat114|cat44|cat76|cont11|cat113|cat38|cat100|cat89|cat2|cat116|cat91|cat105,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82|cat26|cat114|cat44|cat76|cont11|cat113|cat38|cat100|cat89|cat2|cat116|cat91|cat105
Allstate,xgboost,native_fi,0.5,2,123,131,66,66,66,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82|cat26|cat114|cat44|cat76|cont11|cat113|cat38|cat100|cat89|cat2|cat116|cat91|cat105|cat27|cont3|cat5|cat50|cat75|cont10|cat115|cat23|cat37|cat36|cat11|cat8|cat25|cat99|cont14|cont8|cat112|cat4|cat9|cat95|cat32|cat7|cat67|cat77|cat10|cont13|cont6|cat52|cat90|cont9|cat39|cat28|cat13,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82|cat26|cat114|cat44|cat76|cont11|cat113|cat38|cat100|cat89|cat2|cat116|cat91|cat105|cat27|cont3|cat5|cat50|cat75|cont10|cat115|cat23|cat37|cat36|cat11|cat8|cat25|cat99|cont14|cont8|cat112|cat4|cat9|cat95|cat32|cat7|cat67|cat77|cat10|cont13|cont6|cat52|cat90|cont9|cat39|cat28|cat13,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82|cat26|cat114|cat44|cat76|cont11|cat113|cat38|cat100|cat89|cat2|cat116|cat91|cat105|cat27|cont3|cat5|cat50|cat75|cont10|cat115|cat23|cat37|cat36|cat11|cat8|cat25|cat99|cont14|cont8|cat112|cat4|cat9|cat95|cat32|cat7|cat67|cat77|cat10|cont13|cont6|cat52|cat90|cont9|cat39|cat28|cat13
Allstate,xgboost,baseline,1.0,2,123,131,131,131,131,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82|cat26|cat114|cat44|cat76|cont11|cat113|cat38|cat100|cat89|cat2|cat116|cat91|cat105|cat27|cont3|cat5|cat50|cat75|cont10|cat115|cat23|cat37|cat36|cat11|cat8|cat25|cat99|cont14|cont8|cat112|cat4|cat9|cat95|cat32|cat7|cat67|cat77|cat10|cont13|cont6|cat52|cat90|cont9|cat39|cat28|cat13|cat45|cat49|cat73|cat83|cat102|cat93|cat104|cat40|cat66|cat92|cat42|cat84|cat110|cat21|cat17|cat86|cat55|cat14|cat107|cat106|cat43|cat54|cat78|cat29|cat59|cat51|cat65|cat71|cat41|cat63|cat85|cont1|cat16|cat61|cat46|id|cat58|cat3|cont4|cat20|cat19|cat74|cont5|cat35|cat18|cat56|cat33|cat47|cat88|cat97|cat24|cat69|cat98|cat30|cat31|cat60|cat48|cat62|cat34|cat96|cat64|cat22|cat70|cat15|cat68,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82|cat26|cat114|cat44|cat76|cont11|cat113|cat38|cat100|cat89|cat2|cat116|cat91|cat105|cat27|cont3|cat5|cat50|cat75|cont10|cat115|cat23|cat37|cat36|cat11|cat8|cat25|cat99|cont14|cont8|cat112|cat4|cat9|cat95|cat32|cat7|cat67|cat77|cat10|cont13|cont6|cat52|cat90|cont9|cat39|cat28|cat13|cat45|cat49|cat73|cat83|cat102|cat93|cat104|cat40|cat66|cat92|cat42|cat84|cat110|cat21|cat17|cat86|cat55|cat14|cat107|cat106|cat43|cat54|cat78|cat29|cat59|cat51|cat65|cat71|cat41|cat63|cat85|cont1|cat16|cat61|cat46|id|cat58|cat3|cont4|cat20|cat19|cat74|cont5|cat35|cat18|cat56|cat33|cat47|cat88|cat97|cat24|cat69|cat98|cat30|cat31|cat60|cat48|cat62|cat34|cat96|cat64|cat22|cat70|cat15|cat68,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat94|cat81|cat72|cont2|cat1|cat53|cat109|cat108|cat101|cat6|cat111|cat103|cat82|cat26|cat114|cat44|cat76|cont11|cat113|cat38|cat100|cat89|cat2|cat116|cat91|cat105|cat27|cont3|cat5|cat50|cat75|cont10|cat115|cat23|cat37|cat36|cat11|cat8|cat25|cat99|cont14|cont8|cat112|cat4|cat9|cat95|cat32|cat7|cat67|cat77|cat10|cont13|cont6|cat52|cat90|cont9|cat39|cat28|cat13|cat45|cat49|cat73|cat83|cat102|cat93|cat104|cat40|cat66|cat92|cat42|cat84|cat110|cat21|cat17|cat86|cat55|cat14|cat107|cat106|cat43|cat54|cat78|cat29|cat59|cat51|cat65|cat71|cat41|cat63|cat85|cont1|cat16|cat61|cat46|id|cat58|cat3|cont4|cat20|cat19|cat74|cont5|cat35|cat18|cat56|cat33|cat47|cat88|cat97|cat24|cat69|cat98|cat30|cat31|cat60|cat48|cat62|cat34|cat96|cat64|cat22|cat70|cat15|cat68
Allstate,xgboost,custom_shap_rfe,0.05,1,123,131,7,131,7,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14,cat79|cat80|cat81|cat100|cat101|cat103|cat111,cat79|cat80|cat81|cat100|cat101|cat103|cat111
Allstate,xgboost,custom_shap_rfe,0.1,1,123,131,13,131,13,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14,cat12|cat57|cat72|cat79|cat80|cat81|cat87|cat100|cat101|cat103|cat111|cat112|cat113,cat12|cat57|cat72|cat79|cat80|cat81|cat87|cat100|cat101|cat103|cat111|cat112|cat113
Allstate,xgboost,custom_shap_rfe,0.15,1,123,131,20,131,20,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14,cat1|cat12|cat53|cat57|cat72|cat79|cat80|cat81|cat87|cat100|cat101|cat103|cat108|cat111|cat112|cat113|cat114|cat116|cont2|cont7,cat1|cat12|cat53|cat57|cat72|cat79|cat80|cat81|cat87|cat100|cat101|cat103|cat108|cat111|cat112|cat113|cat114|cat116|cont2|cont7
Allstate,xgboost,custom_shap_rfe,0.25,1,123,131,33,131,33,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14,cat1|cat5|cat6|cat12|cat25|cat26|cat27|cat37|cat38|cat44|cat53|cat57|cat72|cat75|cat79|cat80|cat81|cat82|cat87|cat91|cat99|cat100|cat101|cat103|cat108|cat109|cat111|cat112|cat113|cat114|cat116|cont2|cont3,cat1|cat5|cat6|cat12|cat25|cat26|cat27|cat37|cat38|cat44|cat53|cat57|cat72|cat75|cat79|cat80|cat81|cat82|cat87|cat91|cat99|cat100|cat101|cat103|cat108|cat109|cat111|cat112|cat113|cat114|cat116|cont2|cont3
Allstate,xgboost,custom_shap_rfe,0.5,1,123,131,66,131,66,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14,cat1|cat2|cat4|cat5|cat6|cat11|cat12|cat13|cat23|cat25|cat26|cat27|cat29|cat32|cat36|cat37|cat38|cat41|cat42|cat44|cat49|cat50|cat52|cat53|cat57|cat65|cat67|cat72|cat73|cat75|cat76|cat77|cat79|cat80|cat81|cat82|cat83|cat84|cat87|cat89|cat90|cat91|cat94|cat99|cat100|cat101|cat102|cat103|cat105|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont2|cont3|cont7|cont8|cont11|cont12|cont13|cont14,cat1|cat2|cat4|cat5|cat6|cat11|cat12|cat13|cat23|cat25|cat26|cat27|cat29|cat32|cat36|cat37|cat38|cat41|cat42|cat44|cat49|cat50|cat52|cat53|cat57|cat65|cat67|cat72|cat73|cat75|cat76|cat77|cat79|cat80|cat81|cat82|cat83|cat84|cat87|cat89|cat90|cat91|cat94|cat99|cat100|cat101|cat102|cat103|cat105|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont2|cont3|cont7|cont8|cont11|cont12|cont13|cont14
Allstate,xgboost,native_fi,0.05,3,123,131,7,7,7,cat80|cat57|cat79|cat12|cont7|cont12|cat87,cat80|cat57|cat79|cat12|cont7|cont12|cat87,cat80|cat57|cat79|cat12|cont7|cont12|cat87
Allstate,xgboost,native_fi,0.1,3,123,131,13,13,13,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53
Allstate,xgboost,native_fi,0.15,3,123,131,20,20,20,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111
Allstate,xgboost,native_fi,0.25,3,123,131,33,33,33,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111|cat44|cont11|cat38|cat5|cat114|cat100|cat113|cat82|cat4|cat27|cat2|cat9|cat26,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111|cat44|cont11|cat38|cat5|cat114|cat100|cat113|cat82|cat4|cat27|cat2|cat9|cat26,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111|cat44|cont11|cat38|cat5|cat114|cat100|cat113|cat82|cat4|cat27|cat2|cat9|cat26
Allstate,xgboost,native_fi,0.5,3,123,131,66,66,66,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111|cat44|cont11|cat38|cat5|cat114|cat100|cat113|cat82|cat4|cat27|cat2|cat9|cat26|cat91|cont3|cat116|cat37|cat36|cat105|cat95|cat75|cont14|cat115|cat23|cat25|cat112|cat7|cat90|cat11|cat17|cat13|cat32|cont6|cat77|cat41|cont13|cat89|cat66|cat74|cat49|cont9|cat73|cat40|cat16|cat99|cat52,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111|cat44|cont11|cat38|cat5|cat114|cat100|cat113|cat82|cat4|cat27|cat2|cat9|cat26|cat91|cont3|cat116|cat37|cat36|cat105|cat95|cat75|cont14|cat115|cat23|cat25|cat112|cat7|cat90|cat11|cat17|cat13|cat32|cont6|cat77|cat41|cont13|cat89|cat66|cat74|cat49|cont9|cat73|cat40|cat16|cat99|cat52,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111|cat44|cont11|cat38|cat5|cat114|cat100|cat113|cat82|cat4|cat27|cat2|cat9|cat26|cat91|cont3|cat116|cat37|cat36|cat105|cat95|cat75|cont14|cat115|cat23|cat25|cat112|cat7|cat90|cat11|cat17|cat13|cat32|cont6|cat77|cat41|cont13|cat89|cat66|cat74|cat49|cont9|cat73|cat40|cat16|cat99|cat52
Allstate,xgboost,baseline,1.0,3,123,131,131,131,131,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111|cat44|cont11|cat38|cat5|cat114|cat100|cat113|cat82|cat4|cat27|cat2|cat9|cat26|cat91|cont3|cat116|cat37|cat36|cat105|cat95|cat75|cont14|cat115|cat23|cat25|cat112|cat7|cat90|cat11|cat17|cat13|cat32|cont6|cat77|cat41|cont13|cat89|cat66|cat74|cat49|cont9|cat73|cat40|cat16|cat99|cat52|cat42|cat29|cat67|cat28|cat92|cat107|cat85|cont10|cat78|cat86|cat43|cat84|cat110|cat83|cat97|cat21|cat59|cont8|cat63|cat106|cont1|cont5|cat10|cat65|cat45|cat51|cat58|cat19|cat8|cat20|cat102|cat50|cat46|cat14|id|cat3|cat31|cat104|cat93|cat54|cat35|cat56|cat71|cat39|cat88|cat24|cat69|cont4|cat98|cat96|cat70|cat34|cat68|cat15|cat64|cat33|cat18|cat47|cat61|cat22|cat60|cat48|cat55|cat30|cat62,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111|cat44|cont11|cat38|cat5|cat114|cat100|cat113|cat82|cat4|cat27|cat2|cat9|cat26|cat91|cont3|cat116|cat37|cat36|cat105|cat95|cat75|cont14|cat115|cat23|cat25|cat112|cat7|cat90|cat11|cat17|cat13|cat32|cont6|cat77|cat41|cont13|cat89|cat66|cat74|cat49|cont9|cat73|cat40|cat16|cat99|cat52|cat42|cat29|cat67|cat28|cat92|cat107|cat85|cont10|cat78|cat86|cat43|cat84|cat110|cat83|cat97|cat21|cat59|cont8|cat63|cat106|cont1|cont5|cat10|cat65|cat45|cat51|cat58|cat19|cat8|cat20|cat102|cat50|cat46|cat14|id|cat3|cat31|cat104|cat93|cat54|cat35|cat56|cat71|cat39|cat88|cat24|cat69|cont4|cat98|cat96|cat70|cat34|cat68|cat15|cat64|cat33|cat18|cat47|cat61|cat22|cat60|cat48|cat55|cat30|cat62,cat80|cat57|cat79|cat12|cont7|cont12|cat87|cat81|cont2|cat72|cat94|cat109|cat53|cat1|cat108|cat101|cat6|cat103|cat76|cat111|cat44|cont11|cat38|cat5|cat114|cat100|cat113|cat82|cat4|cat27|cat2|cat9|cat26|cat91|cont3|cat116|cat37|cat36|cat105|cat95|cat75|cont14|cat115|cat23|cat25|cat112|cat7|cat90|cat11|cat17|cat13|cat32|cont6|cat77|cat41|cont13|cat89|cat66|cat74|cat49|cont9|cat73|cat40|cat16|cat99|cat52|cat42|cat29|cat67|cat28|cat92|cat107|cat85|cont10|cat78|cat86|cat43|cat84|cat110|cat83|cat97|cat21|cat59|cont8|cat63|cat106|cont1|cont5|cat10|cat65|cat45|cat51|cat58|cat19|cat8|cat20|cat102|cat50|cat46|cat14|id|cat3|cat31|cat104|cat93|cat54|cat35|cat56|cat71|cat39|cat88|cat24|cat69|cont4|cat98|cat96|cat70|cat34|cat68|cat15|cat64|cat33|cat18|cat47|cat61|cat22|cat60|cat48|cat55|cat30|cat62
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.05,9,42,131,7,69,7,cat80|cat57|cat79|cat12|cont12|cont7|cat87|cat81|cont2|cat72|cat53|cat1|cat109|cat6|cat108|cat101|cat94|cat82|cat103|cat38|cat5|cat111|cat76|cat113|cat27|cat44|cat100|cat26|cat4|cat114|cat91|cat116|cat2|cat105|cont3|cat37|cat75|cat25|cat115|cat89|cont11|cont14|cat9|cat36|cat112|cat23|cat95|cat41|cat45|cont10|cont6|cat90|cat99|cat32|cat66|cat77|cat54|cont1|cat10|cat7|cont5|cat13|cat17|cat67|cat83|cat42|cat107|cat21|cat43,cat80|cat79|cat81|cont2|cat101|cat103|cat111,cat80|cat79|cat81|cont2|cat101|cat103|cat111
