dataset,model,strategy,k_pct,fold,repeat_seed,n_features_total,n_features_selected,n_features_after_fi_stage,n_features_after_shap_stage,selected_features_fi_stage,selected_features_shap_stage,selected_features
Allstate,xgboost,native_fi,0.5,1,42,131,66,66,66,cat80|cat57|cat79|cat12|cont12|cat87|cont7|cat81|cont2|cat72|cat53|cat109|cat108|cat94|cat1|cat101|cat6|cont11|cat111|cat82|cat103|cat76|cat44|cat27|cat38|cat26|cat114|cat113|cat100|cat2|cat91|cat5|cont3|cat116|cat105|cat37|cat36|cat115|cat89|cat75|cat4|cat25|cat23|cont14|cat13|cat7|cat11|cat43|cat45|cat50|cont1|cat112|cat40|cat9|cont6|cont10|cat67|cat32|cat99|cat42|cat52|cat107|cat77|cat28|cat86|cat21,cat80|cat57|cat79|cat12|cont12|cat87|cont7|cat81|cont2|cat72|cat53|cat109|cat108|cat94|cat1|cat101|cat6|cont11|cat111|cat82|cat103|cat76|cat44|cat27|cat38|cat26|cat114|cat113|cat100|cat2|cat91|cat5|cont3|cat116|cat105|cat37|cat36|cat115|cat89|cat75|cat4|cat25|cat23|cont14|cat13|cat7|cat11|cat43|cat45|cat50|cont1|cat112|cat40|cat9|cont6|cont10|cat67|cat32|cat99|cat42|cat52|cat107|cat77|cat28|cat86|cat21,cat80|cat57|cat79|cat12|cont12|cat87|cont7|cat81|cont2|cat72|cat53|cat109|cat108|cat94|cat1|cat101|cat6|cont11|cat111|cat82|cat103|cat76|cat44|cat27|cat38|cat26|cat114|cat113|cat100|cat2|cat91|cat5|cont3|cat116|cat105|cat37|cat36|cat115|cat89|cat75|cat4|cat25|cat23|cont14|cat13|cat7|cat11|cat43|cat45|cat50|cont1|cat112|cat40|cat9|cont6|cont10|cat67|cat32|cat99|cat42|cat52|cat107|cat77|cat28|cat86|cat21
Allstate,xgboost,baseline,1.0,1,42,131,131,131,131,cat80|cat57|cat79|cat12|cont12|cat87|cont7|cat81|cont2|cat72|cat53|cat109|cat108|cat94|cat1|cat101|cat6|cont11|cat111|cat82|cat103|cat76|cat44|cat27|cat38|cat26|cat114|cat113|cat100|cat2|cat91|cat5|cont3|cat116|cat105|cat37|cat36|cat115|cat89|cat75|cat4|cat25|cat23|cont14|cat13|cat7|cat11|cat43|cat45|cat50|cont1|cat112|cat40|cat9|cont6|cont10|cat67|cat32|cat99|cat42|cat52|cat107|cat77|cat28|cat86|cat21|cat19|cat90|cat29|cat102|cat17|cat66|cont9|cat39|cat73|cont13|cat83|cat65|cat84|cat110|cat92|cat78|cat49|cat22|cat51|cat85|cat106|cat41|cat104|cat97|cat16|cont8|cat3|cat8|cat59|cat95|cont5|id|cat33|cat20|cat14|cat54|cat35|cat93|cat10|cat58|cat30|cat31|cat56|cat24|cat88|cat68|cat18|cont4|cat69|cat98|cat71|cat15|cat64|cat62|cat96|cat61|cat34|cat60|cat74|cat46|cat70|cat47|cat48|cat55|cat63,cat80|cat57|cat79|cat12|cont12|cat87|cont7|cat81|cont2|cat72|cat53|cat109|cat108|cat94|cat1|cat101|cat6|cont11|cat111|cat82|cat103|cat76|cat44|cat27|cat38|cat26|cat114|cat113|cat100|cat2|cat91|cat5|cont3|cat116|cat105|cat37|cat36|cat115|cat89|cat75|cat4|cat25|cat23|cont14|cat13|cat7|cat11|cat43|cat45|cat50|cont1|cat112|cat40|cat9|cont6|cont10|cat67|cat32|cat99|cat42|cat52|cat107|cat77|cat28|cat86|cat21|cat19|cat90|cat29|cat102|cat17|cat66|cont9|cat39|cat73|cont13|cat83|cat65|cat84|cat110|cat92|cat78|cat49|cat22|cat51|cat85|cat106|cat41|cat104|cat97|cat16|cont8|cat3|cat8|cat59|cat95|cont5|id|cat33|cat20|cat14|cat54|cat35|cat93|cat10|cat58|cat30|cat31|cat56|cat24|cat88|cat68|cat18|cont4|cat69|cat98|cat71|cat15|cat64|cat62|cat96|cat61|cat34|cat60|cat74|cat46|cat70|cat47|cat48|cat55|cat63,cat80|cat57|cat79|cat12|cont12|cat87|cont7|cat81|cont2|cat72|cat53|cat109|cat108|cat94|cat1|cat101|cat6|cont11|cat111|cat82|cat103|cat76|cat44|cat27|cat38|cat26|cat114|cat113|cat100|cat2|cat91|cat5|cont3|cat116|cat105|cat37|cat36|cat115|cat89|cat75|cat4|cat25|cat23|cont14|cat13|cat7|cat11|cat43|cat45|cat50|cont1|cat112|cat40|cat9|cont6|cont10|cat67|cat32|cat99|cat42|cat52|cat107|cat77|cat28|cat86|cat21|cat19|cat90|cat29|cat102|cat17|cat66|cont9|cat39|cat73|cont13|cat83|cat65|cat84|cat110|cat92|cat78|cat49|cat22|cat51|cat85|cat106|cat41|cat104|cat97|cat16|cont8|cat3|cat8|cat59|cat95|cont5|id|cat33|cat20|cat14|cat54|cat35|cat93|cat10|cat58|cat30|cat31|cat56|cat24|cat88|cat68|cat18|cont4|cat69|cat98|cat71|cat15|cat64|cat62|cat96|cat61|cat34|cat60|cat74|cat46|cat70|cat47|cat48|cat55|cat63
Allstate,xgboost,native_fi,0.05,3,42,131,7,7,7,cat80|cat57|cat79|cat12|cat87|cont7|cont12,cat80|cat57|cat79|cat12|cat87|cont7|cont12,cat80|cat57|cat79|cat12|cat87|cont7|cont12
Allstate,xgboost,native_fi,0.1,3,42,131,13,13,13,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53
Allstate,xgboost,native_fi,0.15,3,42,131,20,20,20,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82
Allstate,xgboost,native_fi,0.25,3,42,131,33,33,33,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82|cat76|cat111|cat44|cat113|cat27|cat38|cat26|cat100|cat114|cat2|cat116|cat105|cat91,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82|cat76|cat111|cat44|cat113|cat27|cat38|cat26|cat100|cat114|cat2|cat116|cat105|cat91,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82|cat76|cat111|cat44|cat113|cat27|cat38|cat26|cat100|cat114|cat2|cat116|cat105|cat91
Allstate,xgboost,native_fi,0.5,3,42,131,66,66,66,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82|cat76|cat111|cat44|cat113|cat27|cat38|cat26|cat100|cat114|cat2|cat116|cat105|cat91|cat5|cat75|cont3|cat37|cat89|cat4|cat23|cat7|cat115|cont14|cat50|cat25|cat36|cat112|cont6|cont10|cat40|cat45|cat77|cat9|cat90|cat67|cont9|cat104|cat73|cat83|cont8|cat17|cat32|cont13|cat13|cat99|cat52,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82|cat76|cat111|cat44|cat113|cat27|cat38|cat26|cat100|cat114|cat2|cat116|cat105|cat91|cat5|cat75|cont3|cat37|cat89|cat4|cat23|cat7|cat115|cont14|cat50|cat25|cat36|cat112|cont6|cont10|cat40|cat45|cat77|cat9|cat90|cat67|cont9|cat104|cat73|cat83|cont8|cat17|cat32|cont13|cat13|cat99|cat52,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82|cat76|cat111|cat44|cat113|cat27|cat38|cat26|cat100|cat114|cat2|cat116|cat105|cat91|cat5|cat75|cont3|cat37|cat89|cat4|cat23|cat7|cat115|cont14|cat50|cat25|cat36|cat112|cont6|cont10|cat40|cat45|cat77|cat9|cat90|cat67|cont9|cat104|cat73|cat83|cont8|cat17|cat32|cont13|cat13|cat99|cat52
Allstate,xgboost,baseline,1.0,3,42,131,131,131,131,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82|cat76|cat111|cat44|cat113|cat27|cat38|cat26|cat100|cat114|cat2|cat116|cat105|cat91|cat5|cat75|cont3|cat37|cat89|cat4|cat23|cat7|cat115|cont14|cat50|cat25|cat36|cat112|cont6|cont10|cat40|cat45|cat77|cat9|cat90|cat67|cont9|cat104|cat73|cat83|cont8|cat17|cat32|cont13|cat13|cat99|cat52|cat42|cat28|cat49|cat92|cat85|cat98|cat54|cont5|cat78|cat102|cat110|cat66|cat107|cat43|cat65|cat14|cat21|cat51|cat95|cat86|cat41|cat30|cat11|cont4|cat106|cat97|cat84|cat93|cat19|cat16|cat59|cat20|cat88|cat8|cat29|cat96|cat74|cont1|cat18|cat3|cat35|id|cat39|cat68|cat34|cat56|cat61|cat31|cat46|cat24|cat10|cat71|cat33|cat47|cat55|cat58|cat60|cat22|cat62|cat48|cat64|cat15|cat69|cat70|cat63,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82|cat76|cat111|cat44|cat113|cat27|cat38|cat26|cat100|cat114|cat2|cat116|cat105|cat91|cat5|cat75|cont3|cat37|cat89|cat4|cat23|cat7|cat115|cont14|cat50|cat25|cat36|cat112|cont6|cont10|cat40|cat45|cat77|cat9|cat90|cat67|cont9|cat104|cat73|cat83|cont8|cat17|cat32|cont13|cat13|cat99|cat52|cat42|cat28|cat49|cat92|cat85|cat98|cat54|cont5|cat78|cat102|cat110|cat66|cat107|cat43|cat65|cat14|cat21|cat51|cat95|cat86|cat41|cat30|cat11|cont4|cat106|cat97|cat84|cat93|cat19|cat16|cat59|cat20|cat88|cat8|cat29|cat96|cat74|cont1|cat18|cat3|cat35|id|cat39|cat68|cat34|cat56|cat61|cat31|cat46|cat24|cat10|cat71|cat33|cat47|cat55|cat58|cat60|cat22|cat62|cat48|cat64|cat15|cat69|cat70|cat63,cat80|cat57|cat79|cat12|cat87|cont7|cont12|cat81|cat72|cont2|cat109|cat94|cat53|cat1|cat101|cat108|cont11|cat103|cat6|cat82|cat76|cat111|cat44|cat113|cat27|cat38|cat26|cat100|cat114|cat2|cat116|cat105|cat91|cat5|cat75|cont3|cat37|cat89|cat4|cat23|cat7|cat115|cont14|cat50|cat25|cat36|cat112|cont6|cont10|cat40|cat45|cat77|cat9|cat90|cat67|cont9|cat104|cat73|cat83|cont8|cat17|cat32|cont13|cat13|cat99|cat52|cat42|cat28|cat49|cat92|cat85|cat98|cat54|cont5|cat78|cat102|cat110|cat66|cat107|cat43|cat65|cat14|cat21|cat51|cat95|cat86|cat41|cat30|cat11|cont4|cat106|cat97|cat84|cat93|cat19|cat16|cat59|cat20|cat88|cat8|cat29|cat96|cat74|cont1|cat18|cat3|cat35|id|cat39|cat68|cat34|cat56|cat61|cat31|cat46|cat24|cat10|cat71|cat33|cat47|cat55|cat58|cat60|cat22|cat62|cat48|cat64|cat15|cat69|cat70|cat63
Allstate,xgboost,custom_shap_rfe,0.05,1,42,131,7,131,7,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14,cat79|cat80|cat81|cat100|cat101|cat103|cat111,cat79|cat80|cat81|cat100|cat101|cat103|cat111
Allstate,xgboost,custom_shap_rfe,0.1,1,42,131,13,131,13,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14,cat12|cat57|cat72|cat79|cat80|cat81|cat87|cat100|cat101|cat103|cat111|cat112|cat113,cat12|cat57|cat72|cat79|cat80|cat81|cat87|cat100|cat101|cat103|cat111|cat112|cat113
Allstate,xgboost,custom_shap_rfe,0.15,1,42,131,20,131,20,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14,cat1|cat12|cat53|cat57|cat72|cat79|cat80|cat81|cat87|cat100|cat101|cat103|cat108|cat111|cat112|cat113|cat114|cat116|cont2|cont7,cat1|cat12|cat53|cat57|cat72|cat79|cat80|cat81|cat87|cat100|cat101|cat103|cat108|cat111|cat112|cat113|cat114|cat116|cont2|cont7
Allstate,xgboost,custom_shap_rfe,0.25,1,42,131,33,131,33,id|cat1|cat2|cat3|cat4|cat5|cat6|cat7|cat8|cat9|cat10|cat11|cat12|cat13|cat14|cat15|cat16|cat17|cat18|cat19|cat20|cat21|cat22|cat23|cat24|cat25|cat26|cat27|cat28|cat29|cat30|cat31|cat32|cat33|cat34|cat35|cat36|cat37|cat38|cat39|cat40|cat41|cat42|cat43|cat44|cat45|cat46|cat47|cat48|cat49|cat50|cat51|cat52|cat53|cat54|cat55|cat56|cat57|cat58|cat59|cat60|cat61|cat62|cat63|cat64|cat65|cat66|cat67|cat68|cat69|cat70|cat71|cat72|cat73|cat74|cat75|cat76|cat77|cat78|cat79|cat80|cat81|cat82|cat83|cat84|cat85|cat86|cat87|cat88|cat89|cat90|cat91|cat92|cat93|cat94|cat95|cat96|cat97|cat98|cat99|cat100|cat101|cat102|cat103|cat104|cat105|cat106|cat107|cat108|cat109|cat110|cat111|cat112|cat113|cat114|cat115|cat116|cont1|cont2|cont3|cont4|cont5|cont6|cont7|cont8|cont9|cont10|cont11|cont12|cont13|cont14,cat1|cat5|cat6|cat12|cat25|cat26|cat27|cat37|cat38|cat44|cat53|cat57|cat72|cat75|cat76|cat79|cat80|cat81|cat82|cat87|cat91|cat100|cat101|cat103|cat108|cat109|cat111|cat112|cat113|cat114|cat116|cont2|cont3,cat1|cat5|cat6|cat12|cat25|cat26|cat27|cat37|cat38|cat44|cat53|cat57|cat72|cat75|cat76|cat79|cat80|cat81|cat82|cat87|cat91|cat100|cat101|cat103|cat108|cat109|cat111|cat112|cat113|cat114|cat116|cont2|cont3
