dataset,model,strategy,k_pct,fold,repeat_seed,selected_features
Communities and Crime,ridge,shap,1.0,8,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,mi,0.25,9,999,49|55|48|8|54|51|50|33|20|73|32|45|22|46|72|7|82|43|78|24|74|37|34|17|35
Communities and Crime,ridge,mi,0.5,9,999,49|55|48|8|54|51|50|33|20|73|32|45|22|46|72|7|82|43|78|24|74|37|34|17|35|76|27|79|13|15|10|5|56|94|67|42|25|77|12|41|95|44|75|91|125|36|28|83|61|38
Communities and Crime,ridge,mi,0.75,9,999,49|55|48|8|54|51|50|33|20|73|32|45|22|46|72|7|82|43|78|24|74|37|34|17|35|76|27|79|13|15|10|5|56|94|67|42|25|77|12|41|95|44|75|91|125|36|28|83|61|38|60|68|65|88|66|59|30|29|62|89|16|64|90|99|84|98|26|31|58|18|119|71|70|87|23
Communities and Crime,ridge,mi,1.0,9,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,rfe,0.25,9,999,49|85|84|55|43|90|87|73|7|76|78|72|71|69|96|66|12|44|20|24|18|38|46|17|93
Communities and Crime,ridge,rfe,0.5,9,999,49|85|84|55|43|90|87|73|7|76|78|72|71|69|96|66|12|44|20|24|18|38|46|17|93|64|63|67|16|15|95|53|10|89|74|11|26|70|52|42|33|79|21|23|13|80|25|54|94|56
Communities and Crime,ridge,rfe,0.75,9,999,49|85|84|55|43|90|87|73|7|76|78|72|71|69|96|66|12|44|20|24|18|38|46|17|93|64|63|67|16|15|95|53|10|89|74|11|26|70|52|42|33|79|21|23|13|80|25|54|94|56|32|48|61|34|57|59|50|41|39|91|99|35|19|77|8|62|120|47|125|30|28|75|92|86|88
Communities and Crime,ridge,rfe,1.0,9,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,tree,0.25,9,999,55|49|8|48|7|50|54|45|51|20|95|73|79|16|29|76|46|10|74|43|33|120|77|81|67
Communities and Crime,ridge,tree,0.5,9,999,55|49|8|48|7|50|54|45|51|20|95|73|79|16|29|76|46|10|74|43|33|120|77|81|67|97|22|31|92|94|30|83|53|32|93|125|39|52|57|91|96|27|5|60|72|82|37|58|71|56
Communities and Crime,ridge,tree,0.75,9,999,55|49|8|48|7|50|54|45|51|20|95|73|79|16|29|76|46|10|74|43|33|120|77|81|67|97|22|31|92|94|30|83|53|32|93|125|39|52|57|91|96|27|5|60|72|82|37|58|71|56|66|80|118|59|100|19|15|40|41|99|98|23|28|119|64|70|13|69|42|24|14|34|21|18|11
Communities and Crime,ridge,tree,1.0,9,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,shap,0.25,9,999,87|59|49|60|75|37|11|71|44|7|12|66|6|91|34|65|40|77|10|23|88|16|9|33|46
Communities and Crime,ridge,shap,0.5,9,999,87|59|49|60|75|37|11|71|44|7|12|66|6|91|34|65|40|77|10|23|88|16|9|33|46|14|38|79|13|96|29|24|51|119|92|73|89|36|80|93|68|74|25|52|99|55|72|57|32|18
Communities and Crime,ridge,shap,0.75,9,999,87|59|49|60|75|37|11|71|44|7|12|66|6|91|34|65|40|77|10|23|88|16|9|33|46|14|38|79|13|96|29|24|51|119|92|73|89|36|80|93|68|74|25|52|99|55|72|57|32|18|20|50|39|30|47|58|63|90|5|42|31|98|28|70|97|53|100|64|26|85|45|41|8|21|22
Communities and Crime,ridge,shap,1.0,9,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,mi,0.25,10,999,49|55|48|54|8|51|50|33|20|32|45|22|73|46|72|43|7|82|24|78|76|37|74|34|17
Communities and Crime,ridge,mi,0.5,10,999,49|55|48|54|8|51|50|33|20|32|45|22|73|46|72|43|7|82|24|78|76|37|74|34|17|27|25|35|94|79|67|15|30|5|10|13|56|77|42|44|88|95|41|36|75|38|65|66|125|68
Communities and Crime,ridge,mi,0.75,10,999,49|55|48|54|8|51|50|33|20|32|45|22|73|46|72|43|7|82|24|78|76|37|74|34|17|27|25|35|94|79|67|15|30|5|10|13|56|77|42|44|88|95|41|36|75|38|65|66|125|68|119|91|12|28|60|62|87|59|64|71|83|89|90|16|57|26|84|70|6|61|58|29|18|31|98
Communities and Crime,ridge,mi,1.0,10,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,rfe,0.25,10,999,49|63|62|85|84|55|90|73|87|43|7|72|78|71|69|76|66|18|24|17|38|67|12|44|26
Communities and Crime,ridge,rfe,0.5,10,999,49|63|62|85|84|55|90|73|87|43|7|72|78|71|69|76|66|18|24|17|38|67|12|44|26|53|46|20|93|59|58|15|16|70|33|23|65|95|42|21|34|35|41|39|11|47|13|54|32|6
Communities and Crime,ridge,rfe,0.75,10,999,49|63|62|85|84|55|90|73|87|43|7|72|78|71|69|76|66|18|24|17|38|67|12|44|26|53|46|20|93|59|58|15|16|70|33|23|65|95|42|21|34|35|41|39|11|47|13|54|32|6|50|86|19|52|89|68|74|56|75|94|80|77|96|120|36|92|91|29|30|88|99|98|79|45|8
Communities and Crime,ridge,rfe,1.0,10,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,tree,0.25,10,999,55|49|48|8|7|50|54|73|51|16|20|45|46|29|76|74|95|33|10|120|43|97|22|77|83
Communities and Crime,ridge,tree,0.5,10,999,55|49|48|8|7|50|54|73|51|16|20|45|46|29|76|74|95|33|10|120|43|97|22|77|83|31|79|30|93|91|92|39|81|53|52|96|27|41|67|32|94|64|19|82|57|40|23|71|15|118
Communities and Crime,ridge,tree,0.75,10,999,55|49|48|8|7|50|54|73|51|16|20|45|46|29|76|74|95|33|10|120|43|97|22|77|83|31|79|30|93|91|92|39|81|53|52|96|27|41|67|32|94|64|19|82|57|40|23|71|15|118|70|56|59|11|66|119|37|99|60|28|24|5|68|72|38|100|44|34|65|42|21|80|69|58|98
Communities and Crime,ridge,tree,1.0,10,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,shap,0.25,10,999,69|44|98|21|7|55|89|59|14|57|6|24|96|62|87|54|20|37|90|47|38|8|85|66|36
Communities and Crime,ridge,shap,0.5,10,999,69|44|98|21|7|55|89|59|14|57|6|24|96|62|87|54|20|37|90|47|38|8|85|66|36|11|15|32|42|91|78|17|75|94|10|12|80|60|77|95|33|19|63|125|88|86|76|84|67|58
Communities and Crime,ridge,shap,0.75,10,999,69|44|98|21|7|55|89|59|14|57|6|24|96|62|87|54|20|37|90|47|38|8|85|66|36|11|15|32|42|91|78|17|75|94|10|12|80|60|77|95|33|19|63|125|88|86|76|84|67|58|73|92|52|26|81|83|5|99|119|56|118|82|71|100|25|74|34|29|27|70|43|45|53|16|46
Communities and Crime,ridge,shap,1.0,10,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,mi,0.25,1,999,49|55|48|8|50|51|54|33|32|45|73|22|20|7|46|43|82|72|78|24|17|76|74|34|37
Communities and Crime,extratrees,mi,0.5,1,999,49|55|48|8|50|51|54|33|32|45|73|22|20|7|46|43|82|72|78|24|17|76|74|34|37|79|67|27|35|13|15|10|95|25|5|60|12|94|41|42|30|68|59|88|56|65|83|75|44|119
Communities and Crime,extratrees,mi,0.75,1,999,49|55|48|8|50|51|54|33|32|45|73|22|20|7|46|43|82|72|78|24|17|76|74|34|37|79|67|27|35|13|15|10|95|25|5|60|12|94|41|42|30|68|59|88|56|65|83|75|44|119|31|91|125|38|90|28|29|36|77|62|26|58|98|18|66|96|71|16|6|84|89|87|64|21|61
Communities and Crime,extratrees,mi,1.0,1,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,rfe,0.25,1,999,49|7|73|25|26|15|5|76|85|84|90|87|55|43|66|96|78|72|71|69|20|12|44|18|38
Communities and Crime,extratrees,rfe,0.5,1,999,49|7|73|25|26|15|5|76|85|84|90|87|55|43|66|96|78|72|71|69|20|12|44|18|38|24|17|46|93|53|16|89|70|10|95|50|42|33|23|67|56|54|94|63|61|21|34|45|30|35
Communities and Crime,extratrees,rfe,0.75,1,999,49|7|73|25|26|15|5|76|85|84|90|87|55|43|66|96|78|72|71|69|20|12|44|18|38|24|17|46|93|53|16|89|70|10|95|50|42|33|23|67|56|54|94|63|61|21|34|45|30|35|19|57|58|80|79|41|39|120|11|65|48|68|74|99|47|75|14|31|92|91|28|125|59|64|52
Communities and Crime,extratrees,rfe,1.0,1,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,tree,0.25,1,999,55|49|8|48|7|50|54|51|73|46|45|20|95|43|76|29|16|10|33|30|79|67|22|74|31
Communities and Crime,extratrees,tree,0.5,1,999,55|49|8|48|7|50|54|51|73|46|45|20|95|43|76|29|16|10|33|30|79|67|22|74|31|32|81|97|83|93|53|39|77|120|94|52|91|92|82|19|23|72|27|40|57|37|5|125|59|119
Communities and Crime,extratrees,tree,0.75,1,999,55|49|8|48|7|50|54|51|73|46|45|20|95|43|76|29|16|10|33|30|79|67|22|74|31|32|81|97|83|93|53|39|77|120|94|52|91|92|82|19|23|72|27|40|57|37|5|125|59|119|98|41|60|96|24|14|118|100|34|11|68|80|21|38|28|15|18|78|6|65|71|56|99|64|69
Communities and Crime,extratrees,tree,1.0,1,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,shap,0.25,1,999,55|49|48|51|8|77|7|50|45|46|54|20|10|22|95|16|43|76|37|94|91|33|92|31|56
Communities and Crime,extratrees,shap,0.5,1,999,55|49|48|51|8|77|7|50|45|46|54|20|10|22|95|16|43|76|37|94|91|33|92|31|56|96|29|83|30|125|74|61|11|93|73|63|38|66|81|70|79|84|71|36|28|17|19|86|5|118
Communities and Crime,extratrees,shap,0.75,1,999,55|49|48|51|8|77|7|50|45|46|54|20|10|22|95|16|43|76|37|94|91|33|92|31|56|96|29|83|30|125|74|61|11|93|73|63|38|66|81|70|79|84|71|36|28|17|19|86|5|118|119|42|72|15|13|40|34|24|6|98|32|39|18|23|90|80|88|57|60|9|62|87|65|97|14
Communities and Crime,extratrees,shap,1.0,1,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,mi,0.25,2,999,49|55|48|8|54|51|33|50|32|45|20|46|73|22|7|72|43|24|78|82|17|74|34|35|37
Communities and Crime,extratrees,mi,0.5,2,999,49|55|48|8|54|51|33|50|32|45|20|46|73|22|7|72|43|24|78|82|17|74|34|35|37|27|10|79|76|25|67|5|94|15|13|56|41|60|65|42|95|125|90|88|36|31|28|30|83|44
Communities and Crime,extratrees,mi,0.75,2,999,49|55|48|8|54|51|33|50|32|45|20|46|73|22|7|72|43|24|78|82|17|74|34|35|37|27|10|79|76|25|67|5|94|15|13|56|41|60|65|42|95|125|90|88|36|31|28|30|83|44|12|77|91|38|59|68|87|62|66|75|98|119|70|71|84|89|16|58|26|29|85|6|96|99|47
Communities and Crime,extratrees,mi,1.0,2,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,rfe,0.25,2,999,49|7|73|25|26|76|85|84|90|87|55|43|78|72|71|69|96|66|62|63|12|44|20|17|24
Communities and Crime,extratrees,rfe,0.5,2,999,49|7|73|25|26|76|85|84|90|87|55|43|78|72|71|69|96|66|62|63|12|44|20|17|24|46|33|42|68|18|38|53|16|8|15|64|95|93|70|48|23|89|34|21|65|41|39|80|79|30
Communities and Crime,extratrees,rfe,0.75,2,999,49|7|73|25|26|76|85|84|90|87|55|43|78|72|71|69|96|66|62|63|12|44|20|17|24|46|33|42|68|18|38|53|16|8|15|64|95|93|70|48|23|89|34|21|65|41|39|80|79|30|120|11|94|54|32|56|77|99|19|13|58|59|35|50|67|36|9|52|74|5|75|119|82|91|125
Communities and Crime,extratrees,rfe,1.0,2,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,tree,0.25,2,999,55|49|8|48|50|7|54|73|16|20|51|95|45|76|46|10|43|29|79|33|120|22|30|74|83
Communities and Crime,extratrees,tree,0.5,2,999,55|49|8|48|50|7|54|73|16|20|51|95|45|76|46|10|43|29|79|33|120|22|30|74|83|67|77|31|92|81|97|32|53|39|60|91|41|93|52|94|37|5|118|40|27|64|59|19|82|66
Communities and Crime,extratrees,tree,0.75,2,999,55|49|8|48|50|7|54|73|16|20|51|95|45|76|46|10|43|29|79|33|120|22|30|74|83|67|77|31|92|81|97|32|53|39|60|91|41|93|52|94|37|5|118|40|27|64|59|19|82|66|70|24|15|65|96|58|57|99|72|56|11|35|80|38|71|42|119|21|34|28|13|23|98|14|100
Communities and Crime,extratrees,tree,1.0,2,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,shap,0.25,2,999,55|49|48|8|7|50|54|43|46|76|79|10|45|125|44|32|51|65|91|16|33|60|29|15|30
Communities and Crime,extratrees,shap,0.5,2,999,55|49|48|8|7|50|54|43|46|76|79|10|45|125|44|32|51|65|91|16|33|60|29|15|30|80|57|81|67|119|5|77|37|73|96|72|118|66|99|120|59|90|40|95|20|38|87|28|56|23
Communities and Crime,extratrees,shap,0.75,2,999,55|49|48|8|7|50|54|43|46|76|79|10|45|125|44|32|51|65|91|16|33|60|29|15|30|80|57|81|67|119|5|77|37|73|96|72|118|66|99|120|59|90|40|95|20|38|87|28|56|23|19|22|53|58|61|64|82|18|74|52|71|31|42|85|100|92|78|98|68|35|89|70|94|84|21
Communities and Crime,extratrees,shap,1.0,2,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,mi,0.25,3,999,49|55|48|54|8|51|50|32|20|33|46|73|22|45|7|72|24|43|82|74|34|78|37|76|35
Communities and Crime,extratrees,mi,0.5,3,999,49|55|48|54|8|51|50|32|20|33|46|73|22|45|7|72|24|43|82|74|34|78|37|76|35|17|94|27|10|67|15|79|41|25|13|5|95|75|77|60|38|125|91|56|30|65|68|66|44|42
Communities and Crime,extratrees,mi,0.75,3,999,49|55|48|54|8|51|50|32|20|33|46|73|22|45|7|72|24|43|82|74|34|78|37|76|35|17|94|27|10|67|15|79|41|25|13|5|95|75|77|60|38|125|91|56|30|65|68|66|44|42|83|12|59|36|28|119|88|62|64|71|90|18|98|29|70|26|16|87|63|31|96|86|53|61|89
Communities and Crime,extratrees,mi,1.0,3,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,rfe,0.25,3,999,49|63|62|85|84|7|15|5|73|25|26|76|55|90|87|66|20|16|12|72|78|71|69|89|44
Communities and Crime,extratrees,rfe,0.5,3,999,49|63|62|85|84|7|15|5|73|25|26|76|55|90|87|66|20|16|12|72|78|71|69|89|44|43|17|24|68|18|46|38|93|53|95|59|58|56|74|42|33|32|54|10|47|23|34|21|8|86
Communities and Crime,extratrees,rfe,0.75,3,999,49|63|62|85|84|7|15|5|73|25|26|76|55|90|87|66|20|16|12|72|78|71|69|89|44|43|17|24|68|18|46|38|93|53|95|59|58|56|74|42|33|32|54|10|47|23|34|21|8|86|79|80|30|37|11|13|39|41|14|94|48|120|75|96|19|67|31|77|61|64|92|91|81|40|125
Communities and Crime,extratrees,rfe,1.0,3,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,tree,0.25,3,999,55|49|8|48|7|50|54|16|73|95|20|29|45|46|51|76|10|33|43|67|74|22|30|79|32
Communities and Crime,extratrees,tree,0.5,3,999,55|49|8|48|7|50|54|16|73|95|20|29|45|46|51|76|10|33|43|67|74|22|30|79|32|31|77|97|120|81|92|53|27|52|41|91|39|19|125|93|118|71|60|119|64|82|37|99|98|40
Communities and Crime,extratrees,tree,0.75,3,999,55|49|8|48|7|50|54|16|73|95|20|29|45|46|51|76|10|33|43|67|74|22|30|79|32|31|77|97|120|81|92|53|27|52|41|91|39|19|125|93|118|71|60|119|64|82|37|99|98|40|83|59|5|68|72|56|57|58|15|28|23|65|100|11|66|38|96|78|80|94|47|14|13|18|24
Communities and Crime,extratrees,tree,1.0,3,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,extratrees,shap,0.25,3,999,8|55|49|48|7|45|46|82|43|54|51|50|20|22|60|32|94|73|72|30|95|33|98|76|10
Communities and Crime,extratrees,shap,0.5,3,999,8|55|49|48|7|45|46|82|43|54|51|50|20|22|60|32|94|73|72|30|95|33|98|76|10|56|16|100|77|67|74|97|39|44|83|17|34|53|80|9|52|15|68|35|120|5|24|99|64|81
Communities and Crime,extratrees,shap,0.75,3,999,8|55|49|48|7|45|46|82|43|54|51|50|20|22|60|32|94|73|72|30|95|33|98|76|10|56|16|100|77|67|74|97|39|44|83|17|34|53|80|9|52|15|68|35|120|5|24|99|64|81|118|37|63|78|66|71|58|119|57|28|62|23|75|47|61|59|92|91|41|13|88|36|31|29|27
Communities and Crime,extratrees,shap,1.0,3,999,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
