dataset,dataset_instance,k_pct,fold,repeat_seed,strategy_a,strategy_b,rmse_a,rmse_b,rmse_abs_diff,rmse_rel_diff,mae_abs_diff,jaccard,n_sym_diff,n_features_a,n_features_b
Allstate,Exp2B-Allstate,0.5,6,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1900.7451371060213,1894.670399462403,6.074737643618164,0.003195976948738774,2.274682166035973,0.8333333333333334,12,66,66
Superconductor,Exp2A-Superconductor,0.25,10,512,native_fi,hybrid_fi_custom_shap_rfe,10.54260611628312,10.508852059460288,0.03375405682283095,0.003201680538050037,0.017410627215466157,0.6666666666666666,8,20,20
Superconductor,Exp2A-Superconductor,0.05,2,999,native_fi,custom_shap_rfe,12.89913292982971,12.940511498583296,0.041378568753586364,0.0032078566039037346,0.07937337401712696,0.6,2,4,4
Allstate,Exp2B-Allstate,0.15,4,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1956.7452432456455,1950.4246718142697,6.320571431375811,0.0032301452900899376,0.9603424331548922,1.0,0,20,20
Superconductor,Exp2A-Superconductor,0.15,8,42,native_fi,hybrid_fi_custom_shap_rfe,10.756353349503115,10.721457869919616,0.03489547958349881,0.0032441737873096918,0.013801997517597364,0.4117647058823529,10,12,12
Allstate,Exp2B-Allstate,0.25,1,123,native_fi,custom_shap_rfe,1944.718267504234,1938.400459847823,6.317807656411105,0.003248700730578883,10.19866760798368,0.65,14,33,33
Allstate,Exp2B-Allstate,0.05,10,42,native_fi,hybrid_fi_custom_shap_rfe,2263.4265062718728,2256.035590424302,7.3909158475707954,0.003265365951618414,45.45005432235848,0.2727272727272727,8,7,7
Superconductor,Exp2A-Superconductor,0.1,5,42,native_fi,hybrid_fi_custom_shap_rfe,11.13037287671619,11.093961551557625,0.036411325158566044,0.003271348189487478,0.1010718525711587,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.5,8,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.245587680069402,10.211953656681269,0.03363402338813337,0.0032827812750615727,0.038602488269249946,0.7777777777777778,10,40,40
Allstate,Exp2B-Allstate,0.5,8,999,native_fi,hybrid_fi_custom_shap_rfe,1924.5928206959125,1930.9814467836052,6.388626087692728,0.00331946893856887,0.8268857534924337,0.7368421052631579,20,66,66
Superconductor,Exp2A-Superconductor,0.25,6,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,9.94987745435404,9.98311069118967,0.033233236835631175,0.003340064939301177,0.011368089531281989,0.7391304347826086,6,20,20
Allstate,Exp2B-Allstate,0.5,5,42,native_fi,custom_shap_rfe,1859.5612704928565,1865.7752970570475,6.214026564191045,0.0033416627151758673,0.37010041450002973,0.7368421052631579,20,66,66
Allstate,Exp2B-Allstate,0.25,7,999,native_fi,custom_shap_rfe,2005.826867988445,1999.0938214793025,6.7330465091424685,0.003356743603646482,14.713946611766005,0.65,14,33,33
Superconductor,Exp2A-Superconductor,0.15,10,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.98663624646708,10.94966518112861,0.036971065338470055,0.0033650941479343747,0.017795923253488333,0.6,6,12,12
Allstate,Exp2B-Allstate,0.15,3,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1857.94678833764,1851.682988526318,6.263799811322087,0.0033713558701681085,1.870522482198794,0.9047619047619048,2,20,20
Allstate,Exp2B-Allstate,0.05,4,42,native_fi,hybrid_fi_custom_shap_rfe,2161.974635266792,2154.6092615748585,7.365373691933655,0.0034067808066697105,49.51935802449998,0.16666666666666666,10,7,7
Superconductor,Exp2A-Superconductor,0.15,8,512,native_fi,hybrid_fi_custom_shap_rfe,10.304691406787471,10.34008489729495,0.035393490507479086,0.0034346967910330803,0.018217915157629605,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.05,6,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.602075808834186,13.555097858770498,0.04697795006368821,0.0034537338803226846,0.10081102580432066,0.6,2,4,4
Allstate,Exp2B-Allstate,0.25,5,42,native_fi,custom_shap_rfe,1884.1190302419288,1877.557119650148,6.561910591780816,0.003482747367048375,12.592118430968412,0.5714285714285714,18,33,33
Allstate,Exp2B-Allstate,0.5,1,512,native_fi,hybrid_fi_custom_shap_rfe,2118.9055229149367,2111.5117858046306,7.39373711030612,0.0034894132986801134,0.8650758975020381,0.7368421052631579,20,66,66
Superconductor,Exp2A-Superconductor,0.5,2,42,native_fi,hybrid_fi_custom_shap_rfe,9.861171528918172,9.826429101026536,0.034742427891636396,0.003523154200264463,0.020833266686787866,0.7021276595744681,14,40,40
Superconductor,Exp2A-Superconductor,0.5,8,123,native_fi,custom_shap_rfe,10.081043267354795,10.116566625834702,0.03552335847990662,0.0035237779997374947,0.022143537892784337,0.7391304347826086,12,40,40
Superconductor,Exp2A-Superconductor,0.1,5,512,native_fi,custom_shap_rfe,10.768883366059825,10.806877911116736,0.03799454505691102,0.0035281787131856237,0.07030777188549653,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.5,8,42,native_fi,custom_shap_rfe,1883.6967545414404,1877.0256222783971,6.671132263043319,0.003541510727222818,1.608946896458292,0.7368421052631579,20,66,66
Allstate,Exp2B-Allstate,0.25,8,999,native_fi,hybrid_fi_custom_shap_rfe,1939.6646632600712,1946.567043772421,6.902380512349737,0.0035585432075401283,2.4757297170374386,0.7837837837837838,8,33,33
Superconductor,Exp2A-Superconductor,0.5,2,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.277758772140604,10.31440288540152,0.0366441132609161,0.0035653797752332374,0.019288995487588778,0.8181818181818182,8,40,40
Allstate,Exp2B-Allstate,0.25,8,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2058.106692524126,2065.462862036158,7.356169512032011,0.0035742410919475586,9.605267243754042,0.7837837837837838,8,33,33
Superconductor,Exp2A-Superconductor,0.5,8,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,9.543548999288625,9.509433420078908,0.03411557920971653,0.003574726677911907,0.003423690738479479,0.8604651162790697,6,40,40
Superconductor,Exp2A-Superconductor,0.5,9,123,native_fi,custom_shap_rfe,10.805689523633012,10.844508622510874,0.0388190988778625,0.0035924684670017265,0.04498886600756258,0.6326530612244898,18,40,40
Allstate,Exp2B-Allstate,0.25,7,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1892.2111169236564,1885.366721594696,6.844395328960445,0.0036171414847662535,9.882268304168292,0.8333333333333334,6,33,33
Allstate,Exp2B-Allstate,0.25,8,256,native_fi,custom_shap_rfe,1845.2039870855797,1838.4716392408864,6.732347844693322,0.00364856562841422,11.72569982666414,0.65,14,33,33
Superconductor,Exp2A-Superconductor,0.25,2,256,native_fi,custom_shap_rfe,10.964274049675904,10.9242465521805,0.04002749749540335,0.0036507202678490633,0.0692831153586253,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.5,9,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.844508622510874,10.884099399961183,0.039590777450309034,0.003650767298771571,0.04140290007138159,0.8604651162790697,6,40,40
Allstate,Exp2B-Allstate,0.1,8,256,native_fi,custom_shap_rfe,2006.2896388506656,1998.944339727229,7.345299123436689,0.0036611359502631727,48.37535801734407,0.3684210526315789,12,13,13
Allstate,Exp2B-Allstate,0.5,5,123,native_fi,custom_shap_rfe,1845.608202065761,1838.792807551184,6.8153945145768375,0.0036927634516082403,1.7473721790554464,0.7837837837837838,16,66,66
Superconductor,Exp2A-Superconductor,0.25,6,999,native_fi,hybrid_fi_custom_shap_rfe,9.946324365146864,9.98311069118967,0.036786326042806294,0.003698484454389008,0.0382914087160966,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.1,10,256,native_fi,hybrid_fi_custom_shap_rfe,11.18779558718162,11.146120719096704,0.04167486808491638,0.003725029453761671,0.032547878857501544,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.5,9,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,9.900546887288916,9.937569116317071,0.037022229028154996,0.0037394125243411535,0.026576917101051478,0.8604651162790697,6,40,40
Superconductor,Exp2A-Superconductor,0.25,5,42,native_fi,custom_shap_rfe,10.31914989901287,10.357839386961135,0.038689487948264656,0.003749290234844412,0.0014554920659470838,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.25,7,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,11.032339061637346,10.990872963843705,0.04146609779364141,0.0037585953044020465,0.016644429591726073,0.7391304347826086,6,20,20
Superconductor,Exp2A-Superconductor,0.15,1,256,native_fi,custom_shap_rfe,10.909831237163932,10.950871773671771,0.041040536507839676,0.003761793891736531,0.02328419457037878,0.6,6,12,12
Allstate,Exp2B-Allstate,0.5,2,256,native_fi,custom_shap_rfe,2096.4468417408707,2088.554649491391,7.892192249479649,0.0037645563399671244,1.8390055669558478,0.6708860759493671,26,66,66
Superconductor,Exp2A-Superconductor,0.15,8,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.680982339179709,10.721457869919616,0.04047553073990784,0.003789495147036853,0.030087794148685454,0.6,6,12,12
Allstate,Exp2B-Allstate,0.05,3,123,native_fi,custom_shap_rfe,2228.217547507015,2219.627963685149,8.589583821865745,0.0038549125651918432,37.525915865967136,0.16666666666666666,10,7,7
Superconductor,Exp2A-Superconductor,0.5,7,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.5865136925836,10.545489733770845,0.04102395881275456,0.0038751150760324396,0.019637486202494614,0.8604651162790697,6,40,40
Superconductor,Exp2A-Superconductor,0.05,1,42,native_fi,custom_shap_rfe,13.33068539257764,13.278995437127394,0.05168995545024657,0.0038775167163593023,0.02045069779080677,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.1,4,999,native_fi,hybrid_fi_custom_shap_rfe,11.074308371165694,11.031044917446286,0.04326345371940832,0.003906650624977527,0.02927825166804432,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.5,3,999,native_fi,hybrid_fi_custom_shap_rfe,10.134374501592454,10.094741997553468,0.03963250403898577,0.003910700560035369,0.10620810924363244,0.7021276595744681,14,40,40
Allstate,Exp2B-Allstate,0.5,6,42,native_fi,custom_shap_rfe,1910.801702426028,1918.2775378858796,7.4758354598516235,0.0039124077869304875,1.4848275676458798,0.7368421052631579,20,66,66
Superconductor,Exp2A-Superconductor,0.25,10,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.066035145038546,10.026555228618715,0.03947991641983073,0.003922092050243835,0.009657260008386181,0.6666666666666666,8,20,20
Allstate,Exp2B-Allstate,0.5,5,256,native_fi,custom_shap_rfe,1925.6082279409493,1933.1807146386343,7.572486697685008,0.003932516795372369,0.3800951427633663,0.7142857142857143,22,66,66
Allstate,Exp2B-Allstate,0.5,2,123,native_fi,custom_shap_rfe,1867.726805192371,1860.3589450159184,7.367860176452723,0.003944827560417141,0.33054713531987545,0.7368421052631579,20,66,66
Allstate,Exp2B-Allstate,0.25,2,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1916.0087728256683,1908.4096955876212,7.59907723804713,0.00396609730906412,9.140887523252559,0.8333333333333334,6,33,33
Superconductor,Exp2A-Superconductor,0.15,4,123,native_fi,custom_shap_rfe,11.115896964336546,11.071794506256111,0.04410245808043456,0.003967512313394929,0.023274584292019895,0.6,6,12,12
Allstate,Exp2B-Allstate,0.25,2,512,native_fi,custom_shap_rfe,1908.4286378642207,1916.0087728256683,7.580134961447584,0.0039719247610593075,10.009765908396048,0.6923076923076923,12,33,33
Superconductor,Exp2A-Superconductor,0.05,7,256,native_fi,custom_shap_rfe,13.855026004301122,13.799984550437872,0.05504145386325021,0.003972670556241704,0.036147870606558996,0.6,2,4,4
Allstate,Exp2B-Allstate,0.25,9,999,native_fi,hybrid_fi_custom_shap_rfe,1893.1731655407984,1885.627671435789,7.5454941050095385,0.003985633349527281,2.939216767418884,0.7368421052631579,10,33,33
Allstate,Exp2B-Allstate,0.1,9,256,native_fi,custom_shap_rfe,2036.2992358459476,2044.4189492791809,8.1197134332333,0.003987485380487361,32.63300809124371,0.3684210526315789,12,13,13
Superconductor,Exp2A-Superconductor,0.5,10,123,native_fi,hybrid_fi_custom_shap_rfe,10.277995190723544,10.236995542157656,0.040999648565888336,0.003989070612028771,0.0288251343907433,0.6666666666666666,16,40,40
Superconductor,Exp2A-Superconductor,0.25,1,42,native_fi,custom_shap_rfe,9.957769848364531,9.917908432995311,0.039861415369220055,0.00400304646283494,0.07035874997072966,0.48148148148148145,14,20,20
Allstate,Exp2B-Allstate,0.15,4,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2058.419951606377,2066.693643413371,8.273691806994066,0.0040194382106223435,0.4954591295731916,1.0,0,20,20
Superconductor,Exp2A-Superconductor,0.15,1,999,native_fi,hybrid_fi_custom_shap_rfe,10.790871911003476,10.747045694866625,0.04382621613685167,0.004061415657446733,0.021328271899022866,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.5,5,512,native_fi,custom_shap_rfe,9.983326225730073,9.94270816894374,0.040618056786332346,0.004068589553013628,0.011140662766579545,0.6666666666666666,16,40,40
Allstate,Exp2B-Allstate,0.5,10,512,native_fi,custom_shap_rfe,1867.8587388624144,1875.502883749387,7.644144886972526,0.004092464129074372,1.1769461916703676,0.76,18,66,66
Superconductor,Exp2A-Superconductor,0.5,9,512,native_fi,hybrid_fi_custom_shap_rfe,9.897052190072596,9.937569116317071,0.040516926244475115,0.004093837787893682,0.04462249089094783,0.7021276595744681,14,40,40
Superconductor,Exp2A-Superconductor,0.5,8,123,native_fi,hybrid_fi_custom_shap_rfe,10.081043267354795,10.122317604584287,0.04127433722949192,0.0040942525624455585,0.023872763891210624,0.7021276595744681,14,40,40
Allstate,Exp2B-Allstate,0.5,2,42,native_fi,custom_shap_rfe,1854.0651890106155,1861.7047209845523,7.639531973936755,0.004120422528408204,1.4280245116044625,0.7368421052631579,20,66,66
Superconductor,Exp2A-Superconductor,0.1,3,123,native_fi,custom_shap_rfe,10.883315914679782,10.928214028586682,0.044898113906899795,0.004125407574206287,0.023444811159465395,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.05,4,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.04634498685309,13.10054520684209,0.05420021998900104,0.004154437127304165,0.03499764077302281,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.05,8,123,native_fi,custom_shap_rfe,13.448323011635212,13.504373960022177,0.05605094838696445,0.004167876421355311,0.044362064802971446,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.25,10,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.614254843477484,10.658507373080278,0.0442525296027938,0.0041691602712918855,0.0064296373282966,0.8181818181818182,4,20,20
Allstate,Exp2B-Allstate,0.1,7,123,native_fi,hybrid_fi_custom_shap_rfe,2085.56926459592,2076.8700421740027,8.699222421917057,0.004171150088176302,45.82128215987518,0.5294117647058824,8,13,13
Allstate,Exp2B-Allstate,0.25,7,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1865.187302899413,1872.9850473533495,7.797744453936502,0.0041806763544953345,11.605989562158584,0.8857142857142857,4,33,33
Superconductor,Exp2A-Superconductor,0.25,1,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.613514214644,10.658018840196968,0.044504625552967525,0.0041932035566092,0.052722940145256914,0.7391304347826086,6,20,20
Superconductor,Exp2A-Superconductor,0.15,1,42,native_fi,custom_shap_rfe,10.420783176954046,10.37707177629151,0.04371140066253609,0.004194636806109305,0.00918894012264726,0.4117647058823529,10,12,12
Superconductor,Exp2A-Superconductor,0.05,5,512,native_fi,custom_shap_rfe,13.174440866682549,13.229723314122149,0.05528244743960009,0.004196189272776382,0.01677638996802422,1.0,0,4,4
Allstate,Exp2B-Allstate,0.25,1,512,native_fi,hybrid_fi_custom_shap_rfe,2159.724027652793,2150.659054802697,9.064972850096183,0.0041972829556135806,1.6098690549581534,0.7368421052631579,10,33,33
Allstate,Exp2B-Allstate,0.15,1,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1929.591567454607,1921.482925825281,8.10864162932603,0.004202258014644222,1.0177116167169515,1.0,0,20,20
Allstate,Exp2B-Allstate,0.5,10,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1875.502883749387,1867.621276637706,7.881607111680978,0.00420239669049432,0.7386782793637394,0.8591549295774648,10,66,66
Allstate,Exp2B-Allstate,0.25,2,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1881.0429599998888,1888.9706692779143,7.927709278025532,0.004214528560275944,12.446748409093061,0.8333333333333334,6,33,33
Superconductor,Exp2A-Superconductor,0.5,5,42,native_fi,hybrid_fi_custom_shap_rfe,10.118148614638676,10.160855011475164,0.042706396836488025,0.004220771848982482,0.024189952319945363,0.6666666666666666,16,40,40
Allstate,Exp2B-Allstate,0.5,4,999,native_fi,custom_shap_rfe,2052.2258994379927,2043.5435003950245,8.6823990429682,0.004230722867958102,3.035441179170448,0.76,18,66,66
Superconductor,Exp2A-Superconductor,0.5,4,42,native_fi,custom_shap_rfe,9.935647390372694,9.977792002036438,0.04214461166374406,0.0042417579859547715,0.022164984924661013,0.6326530612244898,18,40,40
Allstate,Exp2B-Allstate,0.05,3,42,native_fi,custom_shap_rfe,2314.087314806712,2323.97696998098,9.889655174267773,0.004273674165615407,34.031328589375335,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.25,6,512,native_fi,custom_shap_rfe,1897.0562414535232,1888.9307525023075,8.12548895121563,0.00428320930801181,12.431590582912804,0.6923076923076923,12,33,33
Superconductor,Exp2A-Superconductor,0.5,8,256,native_fi,hybrid_fi_custom_shap_rfe,9.69906415583885,9.65741467531144,0.041649480527409466,0.004294175175894308,0.03784442239009511,0.7391304347826086,12,40,40
Superconductor,Exp2A-Superconductor,0.5,8,512,native_fi,custom_shap_rfe,9.58471266952258,9.543548999288625,0.04116367023395462,0.004294721360281008,0.02593164808070547,0.5686274509803921,22,40,40
Superconductor,Exp2A-Superconductor,0.5,10,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.377745359114126,10.422704180921116,0.044958821806989846,0.004332234050000593,0.013820386820208697,0.8181818181818182,8,40,40
Allstate,Exp2B-Allstate,0.1,10,512,native_fi,custom_shap_rfe,2039.636299945101,2048.478083256719,8.841783311617974,0.004334980364811098,32.763266834410615,0.3684210526315789,12,13,13
Allstate,Exp2B-Allstate,0.25,2,42,native_fi,hybrid_fi_custom_shap_rfe,1885.7994097084045,1877.6128223992228,8.186587309181732,0.004341176090646671,2.3919685429884794,0.7837837837837838,8,33,33
Superconductor,Exp2A-Superconductor,0.15,3,512,native_fi,hybrid_fi_custom_shap_rfe,10.988154973300556,10.940388952231126,0.047766021069429954,0.004347046541070241,0.12619359120529072,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.25,7,256,native_fi,custom_shap_rfe,10.71957773922252,10.766222048252796,0.04664430903027572,0.0043513196289072095,0.0037445793216441814,0.48148148148148145,14,20,20
Allstate,Exp2B-Allstate,0.5,10,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1938.2730225701364,1946.7084765038069,8.435453933670487,0.004352046298660823,0.20179014469999856,0.8591549295774648,10,66,66
Superconductor,Exp2A-Superconductor,0.15,9,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.765996134275577,10.719074925408025,0.04692120886755191,0.004358278442825128,0.023471682422025353,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.25,9,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.41210062531445,10.457616353609762,0.04551572829531203,0.004371426087129026,0.06205191249470676,0.7391304347826086,6,20,20
Superconductor,Exp2A-Superconductor,0.25,5,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.357839386961135,10.403589078710215,0.04574969174908006,0.004416914574546464,0.015041367525977734,0.7391304347826086,6,20,20
Allstate,Exp2B-Allstate,0.5,1,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1892.7859431176664,1901.1698148327905,8.383871715124087,0.004429381856732702,0.9661661228124103,0.8591549295774648,10,66,66
Superconductor,Exp2A-Superconductor,0.25,10,123,native_fi,hybrid_fi_custom_shap_rfe,10.630959237591735,10.583834184502455,0.047125053089279945,0.004432812885091574,0.03534769831574014,0.6666666666666666,8,20,20
Allstate,Exp2B-Allstate,0.25,2,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2118.589725423827,2109.1872544797584,9.402470944068682,0.0044380801205800725,0.7997996908625282,0.7837837837837838,8,33,33
Allstate,Exp2B-Allstate,0.5,4,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2043.5435003950245,2052.616024367733,9.072523972708723,0.0044396040363001675,0.6164422755214218,0.8333333333333334,12,66,66
Allstate,Exp2B-Allstate,0.25,7,512,native_fi,hybrid_fi_custom_shap_rfe,1864.695466689731,1872.9850473533495,8.289580663618608,0.004445541275613516,6.222401893375945,0.7837837837837838,8,33,33
Allstate,Exp2B-Allstate,0.5,1,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1866.3290414218652,1857.9822767040048,8.346764717860424,0.004472290004929372,0.22537246483716444,0.8333333333333334,12,66,66
Superconductor,Exp2A-Superconductor,0.5,5,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.258266966250158,10.212351707621137,0.04591525862902124,0.004475927442723326,0.01677507223593988,0.8604651162790697,6,40,40
Allstate,Exp2B-Allstate,0.25,7,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1998.0299901305343,2006.9970183836645,8.967028253130138,0.004487934764454816,9.467655361178686,0.7837837837837838,8,33,33
Allstate,Exp2B-Allstate,0.5,7,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1976.3293780956,1967.4480577017805,8.881320393819578,0.00449384626482538,0.034972405834423625,0.8333333333333334,12,66,66
Allstate,Exp2B-Allstate,0.25,4,999,native_fi,hybrid_fi_custom_shap_rfe,2059.797332410399,2069.06277627302,9.265443862620941,0.004498230829233287,0.9335908965938415,0.8333333333333334,6,33,33
Superconductor,Exp2A-Superconductor,0.5,2,42,native_fi,custom_shap_rfe,9.861171528918172,9.905961524081714,0.04478999516354243,0.004542056187968586,0.009089644160447996,0.6,20,40,40
Superconductor,Exp2A-Superconductor,0.5,10,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.283755891622231,10.236995542157656,0.04676034946457541,0.004547010835084992,0.012446499346699724,0.8604651162790697,6,40,40
Superconductor,Exp2A-Superconductor,0.25,4,123,native_fi,hybrid_fi_custom_shap_rfe,10.670804312323238,10.622249552216008,0.04855476010722981,0.004550243701044735,0.05455420968315128,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.25,4,123,native_fi,custom_shap_rfe,10.670804312323238,10.71978799270687,0.04898368038363188,0.0045904393848796195,0.068739119148435,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.1,6,512,native_fi,custom_shap_rfe,10.699505872524831,10.748726993906732,0.049221121381901156,0.004600317245331454,0.0854445386985292,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.15,4,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,11.071794506256111,11.020853728843507,0.05094077741260428,0.004600950404545552,0.037931468177715644,0.6,6,12,12
Superconductor,Exp2A-Superconductor,0.5,3,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,9.65790731756505,9.702395683700365,0.04448836613531526,0.004606418830961785,0.0031038448360645177,0.9047619047619048,4,40,40
Superconductor,Exp2A-Superconductor,0.5,5,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,9.888481236454778,9.93421349683979,0.045732260385012324,0.004624801250207789,0.026478809374633094,0.8604651162790697,6,40,40
Superconductor,Exp2A-Superconductor,0.5,6,256,native_fi,hybrid_fi_custom_shap_rfe,10.21568845366978,10.263023749336242,0.04733529566646233,0.004633588414636713,0.06559651423945034,0.7021276595744681,14,40,40
Allstate,Exp2B-Allstate,0.05,7,999,native_fi,hybrid_fi_custom_shap_rfe,2277.042167138166,2287.601181358182,10.559014220016252,0.00463716235579732,31.279279597176355,0.2727272727272727,8,7,7
Superconductor,Exp2A-Superconductor,0.5,10,512,native_fi,custom_shap_rfe,10.350959972178902,10.399079755888758,0.04811978370985592,0.004648823282013581,0.020827794546016243,0.6326530612244898,18,40,40
Superconductor,Exp2A-Superconductor,0.1,3,512,native_fi,custom_shap_rfe,11.3933260565811,11.34009379688464,0.05323225969646117,0.004672231746208364,0.09287348802976325,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.25,1,999,native_fi,custom_shap_rfe,1865.340926480581,1874.1004056503457,8.759479169764745,0.004695913248572545,4.5839605388785,0.65,14,33,33
Superconductor,Exp2A-Superconductor,0.5,7,999,native_fi,hybrid_fi_custom_shap_rfe,10.75260233311327,10.701997420431775,0.050604912681494696,0.004706294449823918,0.017556486328928145,0.6326530612244898,18,40,40
Allstate,Exp2B-Allstate,0.5,10,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1883.1923420845355,1874.270358551227,8.921983533308548,0.004737691065285802,0.30748527325454234,0.8082191780821918,14,66,66
Allstate,Exp2B-Allstate,0.5,2,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1861.7047209845523,1852.872830060821,8.831890923731407,0.004743980516448768,2.4249443797041295,0.8591549295774648,10,66,66
Superconductor,Exp2A-Superconductor,0.5,6,999,native_fi,hybrid_fi_custom_shap_rfe,9.757389872793548,9.71105629986969,0.04633357292385831,0.004748562220830167,0.0435115030067994,0.6326530612244898,18,40,40
Superconductor,Exp2A-Superconductor,0.15,5,256,native_fi,hybrid_fi_custom_shap_rfe,10.67545479875719,10.624284332386434,0.051170466370756174,0.004793282097612676,0.062010745157436986,0.7142857142857143,4,12,12
Allstate,Exp2B-Allstate,0.1,5,123,native_fi,hybrid_fi_custom_shap_rfe,1986.001472545304,1976.4360683772368,9.565404168067289,0.004816413431863196,25.06917718697764,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.25,6,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.15593470017344,10.106956462987489,0.048978237185950846,0.0048226223023189,0.042379801013621154,0.6666666666666666,8,20,20
Superconductor,Exp2A-Superconductor,0.25,2,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.69986706801767,10.751508599727009,0.05164153170933794,0.004826371335368879,0.001114785046347322,0.6666666666666666,8,20,20
Allstate,Exp2B-Allstate,0.5,1,42,native_fi,custom_shap_rfe,1901.975747979879,1892.7859431176664,9.189804862212668,0.004831715058392998,0.7071331413740154,0.76,18,66,66
Superconductor,Exp2A-Superconductor,0.5,5,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.111849713663949,10.160855011475164,0.04900529781121499,0.004846323788316896,0.0007444148310380427,0.8181818181818182,8,40,40
Allstate,Exp2B-Allstate,0.25,4,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1936.657359346704,1946.1142510803877,9.456891733683733,0.004883100094109493,11.378558271824431,0.7837837837837838,8,33,33
Allstate,Exp2B-Allstate,0.25,6,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1888.9307525023075,1879.6678093805956,9.262943121711942,0.004903802381024884,3.5962606018119914,0.7837837837837838,8,33,33
Allstate,Exp2B-Allstate,0.25,4,123,native_fi,custom_shap_rfe,1946.2073362801816,1936.657359346704,9.549976933477637,0.004906967903908258,15.288378053468932,0.7368421052631579,10,33,33
Superconductor,Exp2A-Superconductor,0.5,10,42,native_fi,hybrid_fi_custom_shap_rfe,9.758964256833554,9.711055332421084,0.047908924412469744,0.004909222244453074,0.014546699516748696,0.6666666666666666,16,40,40
