dataset,dataset_instance,k_pct,fold,repeat_seed,strategy_a,strategy_b,rmse_a,rmse_b,rmse_abs_diff,rmse_rel_diff,mae_abs_diff,jaccard,n_sym_diff,n_features_a,n_features_b
Superconductor,Exp2A-Superconductor,0.25,1,512,native_fi,custom_shap_rfe,9.92141713746409,10.02833027077114,0.10691313330704943,0.01077599417761971,0.0516069595989741,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.5,1,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.47458968097991,10.361547694676652,0.11304198630325857,0.010792020474894951,0.049969918047031214,0.8181818181818182,8,40,40
Allstate,Exp2B-Allstate,0.25,10,512,native_fi,hybrid_fi_custom_shap_rfe,1870.648378889771,1890.882768413258,20.234389523486925,0.010816778691191568,9.96256512335458,0.7368421052631579,10,33,33
Superconductor,Exp2A-Superconductor,0.1,9,512,native_fi,hybrid_fi_custom_shap_rfe,11.257727151443282,11.13553835203195,0.12218879941133132,0.010853771615495786,0.12941867362853987,0.6,4,8,8
Allstate,Exp2B-Allstate,0.25,9,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1891.440872492528,1912.125934692248,20.68506219972005,0.01093614000868101,14.8349298553685,0.8333333333333334,6,33,33
Superconductor,Exp2A-Superconductor,0.25,7,999,native_fi,hybrid_fi_custom_shap_rfe,10.8717830759727,10.990872963843705,0.11908988787100405,0.010954034590167635,0.0823881044073822,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.05,1,999,native_fi,hybrid_fi_custom_shap_rfe,2192.336356555878,2216.3777498023755,24.04139324649759,0.010966106170070636,24.594716028360835,0.2727272727272727,8,7,7
Superconductor,Exp2A-Superconductor,0.5,6,42,native_fi,custom_shap_rfe,9.877906420061857,9.769026500741976,0.10887991931988061,0.011022570440508262,0.01830579150281597,0.6326530612244898,18,40,40
Superconductor,Exp2A-Superconductor,0.05,6,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,12.897827416155364,13.04062243632614,0.1427950201707766,0.011071245998525039,0.07729785909858933,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.15,7,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.779401235802409,10.66001541375956,0.1193858220428492,0.011075366751014368,0.08405600799531676,0.8461538461538461,2,12,12
Superconductor,Exp2A-Superconductor,0.1,3,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,11.257241907768067,11.3819298438684,0.12468793610033302,0.011076242042404013,0.10800585927026152,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.15,2,42,native_fi,hybrid_fi_custom_shap_rfe,10.516870714769588,10.633410299168954,0.11653958439936574,0.011081203483437418,0.06699880610557152,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.25,2,42,native_fi,hybrid_fi_custom_shap_rfe,10.113194107170532,10.22563558148902,0.11244147431848717,0.011118294885565686,0.003953440800260388,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.1,2,123,native_fi,custom_shap_rfe,10.252974812242778,10.13894488592154,0.11402992632123876,0.011121643075244754,0.11260721503555082,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.25,4,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2046.301778608995,2069.06277627302,22.760997664025126,0.011122991682828553,14.658433496415,0.7837837837837838,8,33,33
Allstate,Exp2B-Allstate,0.1,4,42,native_fi,hybrid_fi_custom_shap_rfe,2016.8171076809936,1994.2631379318248,22.5539697491688,0.011182952417089588,40.89086992858506,0.5294117647058824,8,13,13
Allstate,Exp2B-Allstate,0.1,8,512,native_fi,custom_shap_rfe,2263.776618587537,2238.4289821010875,25.347636486449574,0.011197057288393146,30.614326382931267,0.3684210526315789,12,13,13
Superconductor,Exp2A-Superconductor,0.5,1,512,native_fi,hybrid_fi_custom_shap_rfe,9.696426554175606,9.80511572314791,0.10868916897230463,0.01120919839541294,0.08300288946943546,0.7391304347826086,12,40,40
Allstate,Exp2B-Allstate,0.25,10,512,native_fi,custom_shap_rfe,1870.648378889771,1891.680623138675,21.032244248903908,0.011243291088935984,2.8822086814127488,0.6923076923076923,12,33,33
Superconductor,Exp2A-Superconductor,0.25,7,512,native_fi,custom_shap_rfe,10.530054567539263,10.648676923866963,0.11862235632770002,0.011265122660748045,0.09614437632233219,0.48148148148148145,14,20,20
Superconductor,Exp2A-Superconductor,0.25,1,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.722666588962106,10.84381136647098,0.12114477750887431,0.011298008429505822,0.09613659606273561,0.7391304347826086,6,20,20
Superconductor,Exp2A-Superconductor,0.5,1,123,native_fi,hybrid_fi_custom_shap_rfe,10.488281247551862,10.369221323631896,0.11905992391996634,0.011351709694832686,0.04665924080874184,0.7391304347826086,12,40,40
Superconductor,Exp2A-Superconductor,0.25,6,42,native_fi,custom_shap_rfe,10.272669022967104,10.15593470017344,0.1167343227936648,0.011363582583326322,0.025419797278302347,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.25,1,512,native_fi,custom_shap_rfe,2159.724027652793,2135.163746393714,24.560281259079147,0.011371953520270584,16.446769577195028,0.6097560975609756,16,33,33
Superconductor,Exp2A-Superconductor,0.25,8,42,native_fi,custom_shap_rfe,10.450157009411411,10.331267738833604,0.11888927057780663,0.011376792757346607,0.048498710467247186,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.1,4,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,11.202974689768425,11.075355991709367,0.12761869805905768,0.011391501060482683,0.037615823695845485,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.1,5,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.806877911116736,10.930279070416294,0.12340115929955786,0.011418761303171428,0.11319461837582079,0.6,4,8,8
Allstate,Exp2B-Allstate,0.25,6,256,native_fi,hybrid_fi_custom_shap_rfe,1941.303512865367,1963.5880359345688,22.28452306920167,0.011479154558531487,8.194721456186016,0.7368421052631579,10,33,33
Superconductor,Exp2A-Superconductor,0.05,6,999,native_fi,hybrid_fi_custom_shap_rfe,13.4011599866023,13.555097858770498,0.1539378721681981,0.011486906530635872,0.07902669651465644,0.6,2,4,4
Allstate,Exp2B-Allstate,0.25,3,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1978.196168114923,2000.9379622865129,22.741794171589845,0.011496227997075295,11.158883657139086,0.7837837837837838,8,33,33
Allstate,Exp2B-Allstate,0.1,1,999,native_fi,hybrid_fi_custom_shap_rfe,1993.753428349049,1970.8262108323097,22.927217516739347,0.011499525061995504,34.29091364391388,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.5,7,123,native_fi,hybrid_fi_custom_shap_rfe,9.957147864956395,9.842586658403556,0.11456120655283897,0.011505423852951958,0.1043696583328888,0.7021276595744681,14,40,40
Superconductor,Exp2A-Superconductor,0.1,2,512,native_fi,custom_shap_rfe,11.274630072733368,11.404605246056136,0.12997517332276765,0.011528109790236078,0.047765900884931156,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.05,5,123,native_fi,hybrid_fi_custom_shap_rfe,2125.5145320651677,2150.049509814424,24.534977749256086,0.011543076925198764,30.9188394854732,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.25,4,256,native_fi,hybrid_fi_custom_shap_rfe,1948.6860651620616,1926.1380581118408,22.548007050220804,0.01157087714297665,17.607115693461083,0.7837837837837838,8,33,33
Superconductor,Exp2A-Superconductor,0.15,9,512,native_fi,hybrid_fi_custom_shap_rfe,10.844994273548595,10.719074925408025,0.12591934814057026,0.011610826614052987,0.006144393748646948,0.5,8,12,12
Allstate,Exp2B-Allstate,0.25,10,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1905.425576156081,1927.5541427459957,22.128566589914726,0.011613451014211686,13.04659256076252,0.7837837837837838,8,33,33
Superconductor,Exp2A-Superconductor,0.5,2,512,native_fi,hybrid_fi_custom_shap_rfe,10.435825308633916,10.31440288540152,0.12142242323239572,0.011635152912337349,0.12012182064800658,0.6666666666666666,16,40,40
Superconductor,Exp2A-Superconductor,0.15,7,42,native_fi,hybrid_fi_custom_shap_rfe,10.53362375720248,10.65633794440899,0.12271418720651006,0.01164975985805482,0.15349301330767418,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.25,3,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.44660037539252,10.568430227431708,0.12182985203918761,0.011662153012588076,0.12100070854728617,0.7391304347826086,6,20,20
Allstate,Exp2B-Allstate,0.15,3,999,native_fi,hybrid_fi_custom_shap_rfe,1932.426164866998,1909.8897895170703,22.536375349927766,0.01166221807573117,39.372066849001385,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.15,6,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.888476956685032,11.015475442120303,0.12699848543527104,0.0116635674521311,0.040950290483991125,0.6,6,12,12
Allstate,Exp2B-Allstate,0.1,9,512,native_fi,hybrid_fi_custom_shap_rfe,2038.0614153285012,2014.2664718799008,23.794943448600407,0.01167528282986755,26.2756576023869,0.5294117647058824,8,13,13
Allstate,Exp2B-Allstate,0.15,3,999,native_fi,custom_shap_rfe,1932.426164866998,1909.861477707788,22.564687159210052,0.011676868989591175,39.38340671561991,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.25,1,42,native_fi,hybrid_fi_custom_shap_rfe,1894.016497489177,1916.168801690275,22.152304201097877,0.011695940468556801,3.2175508546786205,0.7837837837837838,8,33,33
Superconductor,Exp2A-Superconductor,0.25,7,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.648676923866963,10.523280175105535,0.12539674876142826,0.011775805544478069,0.06187453919031238,0.7391304347826086,6,20,20
Superconductor,Exp2A-Superconductor,0.15,10,42,native_fi,custom_shap_rfe,10.481564279794028,10.358131399866632,0.12343287992739604,0.011776188804694485,0.05839906173950027,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.15,7,42,native_fi,custom_shap_rfe,10.53362375720248,10.657914245110486,0.12429048790800579,0.011799404532843772,0.11757667601361987,0.5,8,12,12
Superconductor,Exp2A-Superconductor,0.25,3,42,native_fi,custom_shap_rfe,11.044458500207018,11.17502128388462,0.1305627836776022,0.011821564966281953,0.06343307453508906,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.15,9,999,native_fi,custom_shap_rfe,10.75045051298193,10.877639633591102,0.12718912060917198,0.011831050285342192,0.01848501677490777,0.5,8,12,12
Superconductor,Exp2A-Superconductor,0.1,8,256,native_fi,custom_shap_rfe,10.807970949425744,10.680029632493303,0.12794131693244104,0.01183768142337937,0.06651815745657874,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.1,3,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2021.139230244684,2045.301570474716,24.162340230031987,0.011954812349620682,6.739701811888608,0.625,6,13,13
Superconductor,Exp2A-Superconductor,0.15,1,512,native_fi,hybrid_fi_custom_shap_rfe,10.247970933697212,10.370875746918529,0.12290481322131619,0.01199308760890242,0.038236568284135686,0.5,8,12,12
Allstate,Exp2B-Allstate,0.05,1,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2547.8827965228597,2517.293042622396,30.58975390046362,0.012005950172515783,2.6923576413319097,0.75,2,7,7
Superconductor,Exp2A-Superconductor,0.05,2,512,native_fi,hybrid_fi_custom_shap_rfe,13.571266566594044,13.734268441082392,0.1630018744883479,0.012010807811378522,0.0582726895180361,0.3333333333333333,4,4,4
Superconductor,Exp2A-Superconductor,0.25,9,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.974696636485708,11.106818463560083,0.13212182707437492,0.012038768036205388,0.15635995422391957,0.8181818181818182,4,20,20
Superconductor,Exp2A-Superconductor,0.1,7,999,native_fi,hybrid_fi_custom_shap_rfe,11.646646953139022,11.506274876340411,0.1403720767986112,0.012052574218434422,0.12014007798748327,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.25,4,256,native_fi,custom_shap_rfe,9.659241553506742,9.775876948948646,0.11663539544190371,0.012075005557714806,0.045877614068850825,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.15,7,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,11.377768588351392,11.240083922253254,0.13768466609813856,0.012101201129991404,0.18232876940751463,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.5,3,512,native_fi,hybrid_fi_custom_shap_rfe,10.282428798654108,10.407152441031968,0.1247236423778606,0.012129784199836714,0.03931626060640081,0.6666666666666666,16,40,40
Superconductor,Exp2A-Superconductor,0.15,5,123,native_fi,custom_shap_rfe,10.435901099306406,10.562525869372363,0.1266247700659573,0.012133573216248002,0.003670354094913897,0.6,6,12,12
Superconductor,Exp2A-Superconductor,0.25,10,42,native_fi,hybrid_fi_custom_shap_rfe,10.14986505931618,10.026555228618715,0.12330983069746537,0.012148913308387672,0.0572647338106389,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.25,2,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.197934141390745,10.321872898620416,0.12393875722967174,0.012153320026517603,0.09162692575674303,0.6666666666666666,8,20,20
Allstate,Exp2B-Allstate,0.15,7,123,native_fi,hybrid_fi_custom_shap_rfe,1994.2290929899373,1969.9920888505064,24.237004139430837,0.012153570632696177,41.59234165214343,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.1,10,42,native_fi,hybrid_fi_custom_shap_rfe,10.682148002456598,10.8122707249102,0.13012272245360101,0.012181325555841054,0.09313585090098897,0.3333333333333333,8,8,8
Superconductor,Exp2A-Superconductor,0.1,2,256,native_fi,hybrid_fi_custom_shap_rfe,11.68862184555698,11.83107054633729,0.14244870078031013,0.012186954344361565,0.10653338642416355,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.15,7,123,native_fi,custom_shap_rfe,1994.2290929899373,1969.8260834609769,24.40300952896041,0.01223681352094463,41.65678646116817,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.05,10,42,native_fi,custom_shap_rfe,13.32447668488877,13.48796647791295,0.16348979302417987,0.012269884730977308,0.09055164190742993,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.5,10,256,native_fi,hybrid_fi_custom_shap_rfe,10.296087830486092,10.422704180921116,0.1266163504350235,0.012297520429081827,0.028061262186359848,0.5686274509803921,22,40,40
Superconductor,Exp2A-Superconductor,0.15,5,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.562525869372363,10.431914395107034,0.13061147426532926,0.012365553077039739,0.03781245102976616,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.25,9,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.16374354946062,10.28962230496397,0.1258787555033507,0.01238507788894683,0.11081078372356057,0.8181818181818182,4,20,20
Superconductor,Exp2A-Superconductor,0.15,10,999,native_fi,hybrid_fi_custom_shap_rfe,11.047300928556506,10.910367898680674,0.13693302987583245,0.012395157039840388,0.08934207399068672,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.05,7,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.876384022289129,13.704300580825484,0.17208344146364496,0.012401173186561688,0.21420632476663037,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.1,9,512,native_fi,custom_shap_rfe,11.257727151443282,11.117919581509476,0.13980756993380616,0.01241880959211934,0.10186921348392453,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.05,6,256,native_fi,hybrid_fi_custom_shap_rfe,13.679739217900517,13.849863176970995,0.1701239590704784,0.01243619899185388,0.09632562721087545,0.3333333333333333,4,4,4
Allstate,Exp2B-Allstate,0.25,5,123,native_fi,custom_shap_rfe,1870.817386885064,1847.4918509632955,23.325535921768505,0.012468098749395223,13.722922603377128,0.6923076923076923,12,33,33
Allstate,Exp2B-Allstate,0.1,5,123,native_fi,custom_shap_rfe,1986.001472545304,2010.769389804413,24.767917259109026,0.012471248184607793,19.375531737295887,0.3684210526315789,12,13,13
Superconductor,Exp2A-Superconductor,0.1,10,256,native_fi,custom_shap_rfe,11.18779558718162,11.047802527864809,0.1399930593168115,0.012513015475292388,0.11829367283617298,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.1,8,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.460444148875998,10.329478742551188,0.13096540632481002,0.012520061716393045,0.01631368093410046,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.15,4,42,native_fi,hybrid_fi_custom_shap_rfe,10.648122925204028,10.78187844080005,0.13375551559602172,0.012561417306652556,0.09554499882781542,0.5,8,12,12
Superconductor,Exp2A-Superconductor,0.05,1,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.840096985343562,14.013974567449296,0.17387758210573345,0.01256332107281235,0.07412483883217824,0.3333333333333333,4,4,4
Superconductor,Exp2A-Superconductor,0.25,4,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.26218001320022,10.133172024934048,0.12900798826617255,0.012571206907326693,0.0780603758904359,0.7391304347826086,6,20,20
Superconductor,Exp2A-Superconductor,0.25,2,512,native_fi,hybrid_fi_custom_shap_rfe,10.61748620661763,10.751508599727009,0.13402239310937958,0.012622798890555335,0.02686169689126494,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.1,8,123,native_fi,custom_shap_rfe,11.168312859056094,11.02728773001622,0.14102512903987474,0.012627254520858193,0.10577257729473732,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.5,5,999,native_fi,hybrid_fi_custom_shap_rfe,10.343129857940022,10.212351707621137,0.13077815031888562,0.012643962912105592,0.05283300942019853,0.6,20,40,40
Superconductor,Exp2A-Superconductor,0.1,1,999,native_fi,hybrid_fi_custom_shap_rfe,11.156288548030156,11.297426344863643,0.14113779683348682,0.012650963286388575,0.09268956346605961,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.25,10,256,native_fi,hybrid_fi_custom_shap_rfe,10.524882091840174,10.658507373080278,0.13362528124010353,0.012696130947034718,0.039028666201829765,0.6,10,20,20
Allstate,Exp2B-Allstate,0.25,6,999,native_fi,custom_shap_rfe,1924.0825552316896,1899.6477078875032,24.434847344186437,0.012699479696308613,18.860266470054057,0.5714285714285714,18,33,33
Allstate,Exp2B-Allstate,0.05,9,42,native_fi,hybrid_fi_custom_shap_rfe,2182.721179306129,2210.508409213136,27.787229907006804,0.012730544867778375,37.78491825288688,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.1,2,999,native_fi,custom_shap_rfe,2023.1677354681265,2048.977345248833,25.809609780706523,0.01275702915197717,25.337679875324284,0.3684210526315789,12,13,13
Superconductor,Exp2A-Superconductor,0.25,2,999,native_fi,hybrid_fi_custom_shap_rfe,10.191291782431763,10.321872898620416,0.13058111618865276,0.012813009280506984,0.025661975862389497,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.5,4,512,native_fi,hybrid_fi_custom_shap_rfe,10.320300445635066,10.187686941644923,0.13261350399014304,0.012849771640730813,0.12093247519319927,0.7021276595744681,14,40,40
Superconductor,Exp2A-Superconductor,0.5,7,123,native_fi,custom_shap_rfe,9.957147864956395,9.828774535499964,0.12837332945643176,0.012892580405302029,0.06729093594340174,0.6326530612244898,18,40,40
Superconductor,Exp2A-Superconductor,0.5,1,999,native_fi,hybrid_fi_custom_shap_rfe,10.010007979627318,9.88032859476247,0.12967938486484698,0.01295497317572319,0.04837234589613093,0.7391304347826086,12,40,40
Allstate,Exp2B-Allstate,0.25,10,256,native_fi,custom_shap_rfe,1930.4357038684475,1905.425576156081,25.01012771236651,0.012955690605104382,13.442111466485812,0.6923076923076923,12,33,33
Superconductor,Exp2A-Superconductor,0.1,3,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.928214028586682,10.78632130772914,0.14189272085754112,0.012984072281744261,0.15789996771908843,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.1,4,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.505981070444784,10.643093013752718,0.13711194330793397,0.013050846216890162,0.14497922924253537,0.7777777777777778,2,8,8
Superconductor,Exp2A-Superconductor,0.5,2,256,native_fi,hybrid_fi_custom_shap_rfe,10.651499136367956,10.5123290436659,0.13917009270205583,0.013065775147732987,0.023474501559136662,0.6666666666666666,16,40,40
Superconductor,Exp2A-Superconductor,0.15,2,512,native_fi,hybrid_fi_custom_shap_rfe,11.071407863356852,11.216168250986378,0.14476038762952648,0.013075156241749649,0.03137715480214265,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.15,2,123,native_fi,hybrid_fi_custom_shap_rfe,9.98821165253277,9.857278679706305,0.1309329728264661,0.013108750333025295,0.09852877586949393,0.6,6,12,12
Superconductor,Exp2A-Superconductor,0.15,9,123,native_fi,custom_shap_rfe,11.47196448005112,11.622593525483948,0.15062904543282762,0.013130187571166225,0.1162293359894635,0.5,8,12,12
Allstate,Exp2B-Allstate,0.05,2,123,native_fi,hybrid_fi_custom_shap_rfe,2156.139683887986,2127.757699559687,28.38198432829904,0.01316333284915947,76.05172976121935,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.25,3,999,native_fi,custom_shap_rfe,1876.0960542504688,1900.7947125249177,24.698658274448917,0.013164922029707288,2.165068733520002,0.65,14,33,33
Superconductor,Exp2A-Superconductor,0.25,9,123,native_fi,custom_shap_rfe,11.122238863825656,10.974696636485708,0.14754222733994737,0.013265515077168383,0.14417032516493844,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.1,9,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,11.410392213938971,11.25860145637648,0.15179075756249105,0.013302851884185276,0.02042425725870345,0.6,4,8,8
Allstate,Exp2B-Allstate,0.05,7,256,native_fi,hybrid_fi_custom_shap_rfe,2135.984190357882,2164.39902000817,28.41482965028763,0.013302921331794478,35.554441708780814,0.2727272727272727,8,7,7
Superconductor,Exp2A-Superconductor,0.1,7,512,native_fi,hybrid_fi_custom_shap_rfe,11.25621031267381,11.106166653803466,0.15004365887034332,0.013329855670998193,0.06961129727726956,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.1,5,999,native_fi,custom_shap_rfe,11.310546870957085,11.159350962841945,0.15119590811513994,0.013367692105443344,0.13039102708990757,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.05,9,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.228615129501772,13.405821985956182,0.1772068564544096,0.013395722433500392,0.032347845206343706,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.05,5,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.229723314122149,13.407010243348047,0.1772869292258985,0.013400652834262413,0.13695353425278078,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.15,10,123,native_fi,hybrid_fi_custom_shap_rfe,10.747561491848678,10.891999128591385,0.1444376367427065,0.013439107731763432,0.1030674653233623,0.6,6,12,12
Superconductor,Exp2A-Superconductor,0.25,10,999,native_fi,hybrid_fi_custom_shap_rfe,10.67443272521841,10.818732895391229,0.14430017017281926,0.013518298713139976,0.023978156651581095,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.1,9,999,native_fi,hybrid_fi_custom_shap_rfe,2001.2790292984373,1974.178770808504,27.100258489933367,0.013541469276992103,29.51016532952667,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.1,8,256,native_fi,hybrid_fi_custom_shap_rfe,10.807970949425744,10.660078901019238,0.14789204840650605,0.013683608986232882,0.12144064839920343,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.1,4,256,native_fi,custom_shap_rfe,10.651741910937805,10.505981070444784,0.14576084049302018,0.013684225708036053,0.15165420296813537,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.25,6,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.026780775246102,9.889115891527824,0.13766488371827812,0.013729719119634307,0.10352362481132538,0.6666666666666666,8,20,20
Superconductor,Exp2A-Superconductor,0.25,5,512,native_fi,custom_shap_rfe,10.025085741532116,10.162761344235296,0.13767560270317958,0.013733109746165508,0.002251610024739392,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.15,8,512,native_fi,custom_shap_rfe,10.304691406787471,10.446233510993666,0.14154210420619506,0.013735695579681738,0.05530939015687242,0.5,8,12,12
Superconductor,Exp2A-Superconductor,0.05,3,999,native_fi,hybrid_fi_custom_shap_rfe,13.557314300645816,13.74357906318703,0.1862647625412137,0.013739060584613046,0.013115685868720917,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.5,1,123,native_fi,custom_shap_rfe,10.488281247551862,10.34390045515944,0.14438079239242185,0.01376591540450183,0.08456143599107957,0.6666666666666666,16,40,40
Superconductor,Exp2A-Superconductor,0.05,7,512,native_fi,custom_shap_rfe,13.68763670547671,13.876384022289129,0.18874731681241919,0.013789620580512444,0.10485320495863704,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.25,5,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.162761344235296,10.022256334338822,0.14050500989647396,0.013825475688866171,0.04606466362595363,0.6666666666666666,8,20,20
Superconductor,Exp2A-Superconductor,0.5,6,512,native_fi,custom_shap_rfe,9.54788717842503,9.68019359850592,0.132306420080889,0.01385714112540588,0.09656479062702061,0.6326530612244898,18,40,40
Superconductor,Exp2A-Superconductor,0.05,4,999,native_fi,custom_shap_rfe,12.904498128048262,12.725322329483028,0.17917579856523425,0.013884755283569765,0.015220463714166854,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.05,9,256,native_fi,hybrid_fi_custom_shap_rfe,13.221840807963249,13.405821985956182,0.18398117799293345,0.013914944270250576,0.04387657591280458,0.6,2,4,4
Allstate,Exp2B-Allstate,0.05,6,42,native_fi,hybrid_fi_custom_shap_rfe,2224.649186527791,2255.6075787994964,30.958392271705634,0.013916078300878158,36.78893659126584,0.2727272727272727,8,7,7
Superconductor,Exp2A-Superconductor,0.1,6,42,native_fi,custom_shap_rfe,11.101043540741298,10.94598778885658,0.1550557518847171,0.013967673517868474,0.11804187137894484,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.5,3,123,native_fi,custom_shap_rfe,9.795003022360865,9.65790731756505,0.137095704795815,0.013996494384212164,0.048849258056985256,0.6326530612244898,18,40,40
Allstate,Exp2B-Allstate,0.25,3,42,native_fi,custom_shap_rfe,2006.3152351287413,1978.196168114923,28.119067013818267,0.014015278616978613,13.928238111834617,0.65,14,33,33
Superconductor,Exp2A-Superconductor,0.05,2,123,native_fi,custom_shap_rfe,12.969257327417148,12.786921676633902,0.1823356507832461,0.014059066466187434,0.02421356185389456,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.1,9,123,native_fi,hybrid_fi_custom_shap_rfe,11.825222985889477,11.991627247742064,0.1664042618525876,0.01407197665964951,0.035832636369362625,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.15,8,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,9.89862497573581,10.03812139710672,0.13949642137090912,0.014092504940115656,0.04960056682166858,0.7142857142857143,4,12,12
Superconductor,Exp2A-Superconductor,0.25,1,256,native_fi,hybrid_fi_custom_shap_rfe,10.509068411758618,10.658018840196968,0.1489504284383507,0.014173514016874205,0.07424759327933739,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.25,7,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1999.0938214793025,1970.639574618388,28.45424686091451,0.014233572509297613,5.558882935555403,0.7837837837837838,8,33,33
