,abs_corr_with_target
55,0.7392661027545439
49,0.7392305371784662
48,0.7074380211251841
8,0.6856310081789305
50,0.6670997692819892
51,0.6623171687108782
7,0.6329044255160806
20,0.5764991093206082
22,0.5753268019950788
45,0.5561248295367972
46,0.5528919726612481
43,0.5255222680186411
72,0.5255011767203321
33,0.5226703133928071
37,0.5050420471962557
82,0.48838629495630514
35,0.48345196083836556
79,0.48285269784367957
74,0.4744914910378129
54,0.471029004515399
